"","gridcode","OBJECTID","Join_Count","TARGET_FID","Id","Id_1","gridcode_1","Shape_Length","Shape_Area","area_ha","cost_ha","new_prob","cum_area_ha"
"6643",34763,3362,2,3362,3362,3263,218805,3000,560000,56,3907.23214285714,0.13815,499581
"1523",10284,5558,2,5558,5558,5408,357805,4400,1050000,105,3407.66666666667,0.7653,499686
"1469",10170,5594,3,5594,5594,5444,319616,3000,560000,56,5707.42857142857,0.77295,499742
"1697",10732,4956,2,4956,4956,4730,102205,3600,8e+05,80,1277.5625,0.7398,499822
"3324",17621,585,5,585,585,575,74050,4600,1200000,120,617.083333333333,0.5322,499942
"1643",10598,5338,1,5338,5338,5192,457850,3600,8e+05,80,5723.125,0.74775,500022
"6221",33303,9943,11,9943,9943,9400,501905,7800,1850000,185,2713,0.1965,500207
"5136",28520,8479,6,8479,8479,8214,69000,3400,7e+05,70,985.714285714286,0.35085,500277
"3235",17250,779,4,779,779,762,161680,3000,560000,56,2887.14285714286,0.5448,500333
"1512",10252,10950,6,10950,10950,10651,316010,6800,1440000,144,2194.51388888889,0.76695,500477
"6830",35617,5520,5,5520,5520,5292,1049358,6800,1430000,143,7338.16783216783,0.11235,500620
"5963",32703,24031,16,24031,24031,23263,316882,18400,5110000,511,620.121330724071,0.23385,501131
"4508",24902,11539,9,11539,11539,10391,6351,6800,2400000,240,26.4625,0.43155,501371
"1789",11048,4770,2,4770,4770,4436,35180,5200,1440000,144,244.305555555556,0.7275,501515
"4382",24099,23905,6,23905,23905,21701,400126,8400,1960000,196,2041.45918367347,0.4482,501711
"4410",24207,11874,2,11874,11874,10764,196615,3400,7e+05,70,2808.78571428571,0.4443,501781
"6052",32908,5831,2,5831,5831,5681,60434,3600,8e+05,80,755.425,0.2211,501861
"4630",25788,11146,7,11146,11146,10117,36440,3600,8e+05,80,455.5,0.41625,501941
"6915",35916,4636,9,4636,4636,4440,388747,5800,1050000,105,3702.35238095238,0.10005,502046
"2022",11802,8123,8,8123,8123,7674,176835,6800,1460000,146,1211.19863013699,0.6972,502192
"5877",32329,6097,1,6097,6097,5946,23000,4000,1e+06,100,230,0.246,502292
"2791",14918,1958,6,1958,1958,1917,198873,3600,8e+05,80,2485.9125,0.59865,502372
"4647",25880,11147,3,11147,11147,10118,22165,3800,9e+05,90,246.277777777778,0.414,502462
"4900",27176,9413,4,9413,9413,9079,142330,3000,560000,56,2541.60714285714,0.3798,502518
"5560",30874,7298,1,7298,7298,7130,148197,3800,9e+05,90,1646.63333333333,0.2916,502608
"4664",25983,11017,4,11017,11017,10000,32706,5000,1360000,136,240.485294117647,0.41145,502744
"4611",25680,11132,7,11132,11132,10100,71990,3800,9e+05,90,799.888888888889,0.41805,502834
"2823",15033,3649,10,3649,3649,3484,259147,6400,1260000,126,2056.72222222222,0.59535,502960
"1537",10318,22247,12,22247,22247,21567,694228,12800,2550000,255,2722.46274509804,0.7632,503215
"773",6594,16091,4,16091,16091,15731,74882,6800,1430000,143,523.65034965035,0.8682,503358
"3156",16889,1066,5,1066,1066,986,53050,5400,1700000,170,312.058823529412,0.5556,503528
"2655",14382,4627,10,4627,4627,4433,384309,9800,2450000,245,1568.60816326531,0.61635,503773
"2502",13911,2822,4,2822,2822,2516,132473,10000,3190000,319,415.275862068966,0.6375,504092
"5562",30878,7264,4,7264,7264,7014,226580,5000,1360000,136,1666.02941176471,0.2913,504228
"3752",21093,8128,5,8128,8128,7787,132868,4800,1190000,119,1116.53781512605,0.4908,504347
"6217",33295,5106,3,5106,5106,4876,176710,4400,1050000,105,1682.95238095238,0.1971,504452
"6663",34864,6705,10,6705,6705,6345,739945,8800,2330000,233,3175.72961373391,0.13605,504685
"3025",16098,2694,6,2694,2694,2488,82174,6800,1430000,143,574.643356643357,0.57045,504828
"224",1844,10968,3,10968,10968,10002,148583,2800,490000,49,3032.30612244898,0.93075,504877
"1984",11687,3971,2,3971,3971,3846,6993690,3600,8e+05,80,87421.125,0.70215,504957
"2329",13250,9168,13,9168,9168,8736,1104373,14000,4090000,409,2700.17848410758,0.65955,505366
"6304",33592,4780,8,4780,4780,4451,378902,8600,3300000,330,1148.18787878788,0.1851,505696
"928",7578,7446,6,7446,7446,7118,164485,6600,2e+06,200,822.425,0.8478,505896
"4540",25100,11363,2,11363,11363,10319,49282,4400,1050000,105,469.352380952381,0.4278,506001
"2695",14575,2206,3,2206,2206,2157,1109189,8400,3620000,362,3064.05801104972,0.61125,506363
"6629",34715,3490,7,3490,3490,3210,1245486,13800,6750000,675,1845.16444444444,0.14025,507038
"4124",22680,10465,7,10465,10465,9728,250728,6800,2090000,209,1199.65550239234,0.4731,507247
"1332",9645,6168,3,6168,6168,5930,118068,3400,7e+05,70,1686.68571428571,0.79155,507317
"198",1469,45248,9,45248,45248,41068,812108,13200,2720000,272,2985.69117647059,0.93375,507589
"1278",9311,6274,2,6274,6274,6117,226775,3400,7e+05,70,3239.64285714286,0.79875,507659
"6341",33745,9700,10,9700,9700,9041,681045,18000,7020000,702,970.149572649573,0.18,508361
"6475",34154,3867,8,3867,3867,3652,3355707,4800,1190000,119,28199.218487395,0.1608,508480
"2710",14632,2106,2,2106,2106,2059,258590,3200,640000,64,4040.46875,0.609,508544
"3358",17781,548,6,548,548,485,116488,5000,1360000,136,856.529411764706,0.5277,508680
"3267",17363,742,4,742,742,728,315550,3400,7e+05,70,4507.85714285714,0.54045,508750
"1277",9306,6341,3,6341,6341,6124,133771,4800,1190000,119,1124.12605042017,0.7989,508869
"6100",33012,5658,8,5658,5658,5166,157992,13800,4780000,478,330.52719665272,0.21405,509347
"2183",12454,7027,9,7027,7027,6731,292700,6800,1440000,144,2032.63888888889,0.6777,509491
"980",7976,14630,4,14630,14630,14290,248040,7000,1500000,150,1653.6,0.8406,509641
"6347",33761,4432,2,4432,4432,4390,475595,2800,490000,49,9706.02040816327,0.1791,509690
"3788",21244,7405,7,7405,7405,7076,145688,13000,4520000,452,322.318584070796,0.4872,510142
"4284",23676,7224,2,7224,7224,7056,53305,3400,720000,72,740.347222222222,0.46155,510214
"1470",10171,5680,8,5680,5680,5444,319616,3600,8e+05,80,3995.2,0.7728,510294
"2675",14474,2173,2,2173,2173,2124,18253,3200,630000,63,289.730158730159,0.6138,510357
"4272",23481,11357,2,11357,11357,10283,38181,2800,490000,49,779.204081632653,0.46335,510406
"5714",31624,20496,14,20496,20496,19862,294148,9400,1820000,182,1616.1978021978,0.2697,510588
"471",4714,9405,2,9405,9405,9068,48021,3000,560000,56,857.517857142857,0.90375,510644
"1074",8327,6927,5,6927,6927,6760,12700,3000,560000,56,226.785714285714,0.82725,510700
"1011",8092,7250,2,7250,7250,7082,126105,3400,720000,72,1751.45833333333,0.83595,510772
"429",4323,18939,4,18939,18939,18355,355582,7000,1560000,156,2279.37179487179,0.9084,510928
"3501",18574,187,1,187,187,185,221263,3600,8e+05,80,2765.7875,0.50805,511008
"5603",31028,7182,8,7182,7182,6853,158800,7000,2420000,242,656.198347107438,0.28545,511250
"5944",32662,17951,9,17951,17951,17417,203148,9600,1920000,192,1058.0625,0.2364,511442
"3305",17531,610,6,610,610,599,283316,3200,640000,64,4426.8125,0.5349,511506
"4396",24136,11875,4,11875,11875,10765,20665,3000,560000,56,369.017857142857,0.4461,511562
"5105",28387,8583,7,8583,8583,8310,106170,3400,7e+05,70,1516.71428571429,0.3549,511632
"3811",21328,6581,2,6581,6581,6287,39660,4600,1200000,120,330.5,0.4863,511752
"4173",22892,10145,6,10145,10145,9522,11476860,5000,1360000,136,84388.6764705882,0.47055,511888
"4763",26485,10138,8,10138,10138,9517,30217,6800,2890000,289,104.557093425606,0.3981,512177
"3254",17319,1633,9,1633,1633,1542,293800,7800,1850000,185,1588.10810810811,0.54225,512362
"232",1914,10863,4,10863,10863,9931,7353,4000,1e+06,100,73.53,0.9297,512462
"5798",31994,6676,8,6676,6676,6219,47512,13400,4580000,458,103.737991266376,0.25755,512920
"4390",24111,11909,7,11909,11909,10791,98320,3200,640000,64,1536.25,0.447,512984
"6735",35227,2958,3,2958,2958,2789,112923,3600,8e+05,80,1411.5375,0.12585,513064
"2730",14724,1983,5,1983,1983,1941,178425,3400,7e+05,70,2548.92857142857,0.60675,513134
"5283",29247,8004,4,8004,8004,7734,847004,2800,490000,49,17285.7959183673,0.3309,513183
"6838",35645,5497,16,5497,5497,5041,247940,18200,6040000,604,410.496688741722,0.1113,513787
"3088",16482,1173,3,1173,1173,1148,159092,3600,8e+05,80,1988.65,0.564,513867
"4399",24159,11888,7,11888,11888,10776,228923,3600,8e+05,80,2861.5375,0.44565,513947
"3159",16900,914,9,914,914,841,70710880,3000,560000,56,1262694.28571429,0.55515,514003
"4499",24796,11510,4,11510,11510,10446,8312,5400,1700000,170,48.8941176470588,0.43275,514173
"6222",33304,15162,8,15162,15162,14561,420394,9800,2050000,205,2050.70243902439,0.19635,514378
"2103",12070,12169,8,12169,12169,11783,409308,11800,2800000,280,1461.81428571429,0.68625,514658
"3473",18378,411,7,411,411,365,103182,6000,1120000,112,921.267857142857,0.5121,514770
"707",6157,16596,7,16596,16596,15957,580852,9800,2760000,276,2104.53623188406,0.8772,515046
"4902",27186,9505,6,9505,9505,9155,69874,3000,560000,56,1247.75,0.3795,515102
"4758",26458,10030,1,10030,10030,9531,108355,3600,8e+05,80,1354.4375,0.39885,515182
"909",7395,7554,3,7554,7554,7382,134550,3000,560000,56,2402.67857142857,0.8499,515238
"5625",31118,7239,5,7239,7239,6817,30321,8600,2890000,289,104.916955017301,0.28245,515527
"4446",24317,11729,2,11729,11729,10625,606713,7000,2500000,250,2426.852,0.43965,515777
"7255",37053,1770,6,1770,1770,1736,300556,7600,1800000,180,1669.75555555556,0.05145,515957
"4367",24029,11998,3,11998,11998,10913,116662,3400,7e+05,70,1666.6,0.4503,516027
"4502",24821,11458,4,11458,11458,10398,31546,2800,490000,49,643.795918367347,0.4323,516076
"5280",29239,7998,2,7998,7998,7729,295130,3400,7e+05,70,4216.14285714286,0.33135,516146
"1062",8274,14317,8,14317,14317,13902,432489,7000,1520000,152,2845.32236842105,0.82905,516298
"2813",15000,2016,4,2016,2016,1972,61470,2800,490000,49,1254.48979591837,0.5961,516347
"5506",30545,7411,2,7411,7411,7240,14415,2800,490000,49,294.183673469388,0.29955,516396
"5189",28845,8342,3,8342,8342,8074,258533,4000,1e+06,100,2585.33,0.34425,516496
"5573",30918,7188,6,7188,7188,7019,109120,3000,560000,56,1948.57142857143,0.28965,516552
"6054",32910,16885,10,16885,16885,16261,667215,14800,3900000,390,1710.80769230769,0.2208,516942
"423",4267,9590,2,9590,9590,9270,640497,3400,7e+05,70,9149.95714285714,0.909,517012
"182",1402,22597,6,22597,22597,20530,768913,6400,1280000,128,6007.1328125,0.9357,517140
"3818",21349,6522,6,6522,6522,6211,120258,7000,2260000,226,532.115044247788,0.486,517366
"827",6850,7985,4,7985,7985,7718,446178,2800,490000,49,9105.67346938776,0.86115,517415
"7162",36767,1284,4,1284,1284,1177,42365,2800,490000,49,864.591836734694,0.0645,517464
"5094",28341,17586,7,17586,17586,16961,234763,12000,4200000,420,558.959523809524,0.35625,517884
"4280",23573,11356,6,11356,11356,10281,96599,10000,4450000,445,217.076404494382,0.46215,518329
"144",963,11544,4,11544,11544,10479,10106,3000,560000,56,180.464285714286,0.94065,518385
"1192",8894,20396,8,20396,20396,19743,946211,13000,3460000,346,2734.71387283237,0.81045,518731
"5043",28126,8891,2,8891,8891,8687,44450,3000,560000,56,793.75,0.3624,518787
"4861",26999,9519,3,9519,9519,9170,130000,3400,720000,72,1805.55555555556,0.38475,518859
"6917",35930,2329,4,2329,2329,2271,657540,5000,1260000,126,5218.57142857143,0.09975,518985
"3880",21517,4211,3,4211,4211,4077,238465,4000,1e+06,100,2384.65,0.4797,519085
"3100",16572,1290,3,1290,1290,1115,69236,7800,2900000,290,238.744827586207,0.56235,519375
"3475",18385,181,3,181,181,178,92946,3200,640000,64,1452.28125,0.5118,519439
"7116",36571,1465,2,1465,1465,1351,107919,3600,8e+05,80,1348.9875,0.0711000000000001,519519
"6081",32970,5559,3,5559,5559,5409,139870,3400,7e+05,70,1998.14285714286,0.2169,519589
"2321",13219,3077,3,3077,3077,2990,533193,3400,7e+05,70,7617.04285714286,0.6606,519659
"3044",16190,1234,2,1234,1234,1137,57709,4800,1190000,119,484.949579831933,0.56805,519778
"5452",30232,7506,2,7506,7506,7334,120783,5600,1800000,180,671.016666666667,0.3072,519958
"4913",27285,18905,7,18905,18905,18278,126911,6000,1120000,112,1133.13392857143,0.37815,520070
"6034",32870,5705,6,5705,5705,5555,38022,3400,7e+05,70,543.171428571429,0.22365,520140
"2496",13882,2660,4,2660,2660,2511,79526,2800,490000,49,1622.97959183673,0.63825,520189
"5721",31644,6691,4,6691,6691,6436,26185,3400,7e+05,70,374.071428571429,0.26865,520259
"3862",21474,4676,3,4676,4676,4441,77015,3400,7e+05,70,1100.21428571429,0.4821,520329
"1707",10756,4933,2,4933,4933,4712,411426,3600,8e+05,80,5142.825,0.7383,520409
"5054",28174,8879,2,8879,8879,8675,41223,3000,560000,56,736.125,0.36105,520465
"4443",24306,11743,7,11743,11743,10562,55981,11400,5440000,544,102.90625,0.4401,521009
"3027",16116,1180,1,1180,1180,1156,1754125,4000,1e+06,100,17541.25,0.57015,521109
"192",1448,11223,2,11223,11223,10199,15231,3000,560000,56,271.982142857143,0.93465,521165
"4915",27287,18861,9,18861,18861,18258,434420,6600,1360000,136,3194.26470588235,0.37785,521301
"6983",36131,6497,13,6497,6497,6266,1199553,13800,3880000,388,3091.63144329897,0.0900000000000001,521689
"6263",33432,4960,6,4960,4960,4643,174550,10000,3110000,311,561.254019292605,0.1908,522000
"6774",35425,2843,2,2843,2843,2625,226037,5600,1800000,180,1255.76111111111,0.12045,522180
"2790",14912,3864,6,3864,3864,3780,359153,5800,1050000,105,3420.50476190476,0.5988,522285
"661",6014,16562,8,16562,16562,16018,569804,6400,1260000,126,4522.25396825397,0.8829,522411
"5164",28769,8420,1,8420,8420,8234,643775,3600,8e+05,80,8047.1875,0.34725,522491
"2672",14462,2197,1,2197,2197,2149,126691,3800,9e+05,90,1407.67777777778,0.6141,522581
"5377",29778,7612,3,7612,7612,7439,75070,3400,7e+05,70,1072.42857142857,0.31785,522651
"518",5120,9160,5,9160,9160,8932,76604,4000,1e+06,100,766.04,0.89925,522751
"207",1644,11388,2,11388,11388,10463,414120,6400,1750000,175,2366.4,0.9327,522926
"3491",18507,180,1,180,180,178,92946,5000,1360000,136,683.426470588235,0.5094,523062
"2055",11921,7971,6,7971,7971,7528,11858162,10000,2720000,272,43596.1838235294,0.6924,523334
"2749",14781,2195,3,2195,2195,1982,122004,8200,2750000,275,443.650909090909,0.60435,523609
"4074",22424,10959,6,10959,10959,9996,540006,3400,7e+05,70,7714.37142857143,0.47385,523679
"233",1918,10935,5,10935,10935,9984,68310,3200,640000,64,1067.34375,0.92955,523743
"3774",21172,7712,3,7712,7712,7466,35950,8400,2760000,276,130.253623188406,0.48885,524019
"3562",18951,20,2,20,20,20,1022884,5400,1700000,170,6016.96470588235,0.5007,524189
"1687",10712,5150,2,5150,5150,5003,213756,5000,1260000,126,1696.47619047619,0.7413,524315
"1741",10899,4923,2,4923,4923,4703,820147,3600,8e+05,80,10251.8375,0.73365,524395
"2200",12570,3488,6,3488,3488,3307,279805,5000,1360000,136,2057.38970588235,0.67545,524531
"6406",33945,4477,9,4477,4477,4060,444052,8200,2890000,289,1536.51211072664,0.1707,524820
"1829",11166,4738,5,4738,4738,4317,410517,7000,2500000,250,1642.068,0.7224,525070
"2683",14515,2156,1,2156,2156,2108,57880,3400,720000,72,803.888888888889,0.61275,525142
"4880",27094,9437,6,9437,9437,9102,177990,3000,560000,56,3178.39285714286,0.3822,525198
"3351",17762,591,7,591,591,475,57586,5000,1360000,136,423.426470588235,0.5286,525334
"2358",13364,6206,5,6206,6206,6033,206340,6200,1190000,119,1733.94957983193,0.65655,525453
"5438",30167,7548,5,7548,7548,7305,9300,2800,490000,49,189.795918367347,0.30915,525502
"364",3410,9965,4,9965,9965,9452,424041,3400,7e+05,70,6057.72857142857,0.9165,525572
"5045",28133,8861,2,8861,8861,8659,8800,3200,640000,64,137.5,0.3621,525636
"5093",28333,8656,2,8656,8656,8463,381070,2800,490000,49,7776.9387755102,0.3564,525685
"6664",34869,3348,7,3348,3348,3070,264760,7200,2440000,244,1085.08196721311,0.1359,525929
"3026",16108,1313,6,1313,1313,1142,75106,7800,2450000,245,306.555102040816,0.5703,526174
"5826",32085,6407,7,6407,6407,6114,278250,7800,2240000,224,1242.1875,0.2535,526398
"1921",11484,4282,8,4282,4282,4053,499260,5000,1260000,126,3962.38095238095,0.7101,526524
"5735",31707,6601,4,6601,6601,6376,95821,3400,7e+05,70,1368.87142857143,0.26655,526594
"2705",14609,11086,12,11086,11086,10831,991770,21200,5940000,594,1669.64646464646,0.60975,527188
"3766",21139,7885,2,7885,7885,7536,97190,6600,2140000,214,454.158878504673,0.48975,527402
"1318",9518,6100,1,6100,6100,5948,50300,4000,1e+06,100,503,0.7932,527502
"3225",17206,832,2,832,832,815,62991,4000,1e+06,100,629.91,0.54615,527602
"2464",13794,5527,6,5527,5527,5299,144828,7200,1640000,164,883.09756097561,0.6423,527766
"5187",28839,8387,1,8387,8387,8201,31390,3200,640000,64,490.46875,0.34455,527830
"1434",10087,5829,3,5829,5829,5594,101565,6400,2060000,206,493.033980582524,0.7779,528036
"1958",11597,8495,7,8495,8495,8028,572916,12000,3350000,335,1710.19701492537,0.70575,528371
"5928",32614,6145,10,6145,6145,5830,110082,8600,3060000,306,359.745098039216,0.2388,528677
"1947",11568,4409,7,4409,4409,4087,45200,8400,2820000,282,160.283687943262,0.70695,528959
"713",6200,8315,4,8315,8315,8132,977060,3400,7e+05,70,13958,0.8763,529029
"27",167,12101,4,12101,12101,11010,168832,3000,560000,56,3014.85714285714,0.9561,529085
"3770",21161,7880,4,7880,7880,7529,54145,5000,1260000,126,429.722222222222,0.48945,529211
"5066",28221,8781,6,8781,8781,8504,199775,3600,8e+05,80,2497.1875,0.35985,529291
"4532",25048,11443,3,11443,11443,10384,129875,2800,490000,49,2650.51020408163,0.42885,529340
"4501",24818,11507,4,11507,11507,10443,972834,4000,1e+06,100,9728.34,0.43245,529440
"4524",24997,11411,3,11411,11411,10322,8949,4000,1e+06,100,89.49,0.4296,529540
"1866",11273,4513,1,4513,4513,4374,134092,5400,1700000,170,788.776470588235,0.7176,529710
"3778",21186,7636,2,7636,7636,7463,7817,3600,8e+05,80,97.7125,0.48825,529790
"5869",32275,12934,6,12934,12934,12458,293187,6800,1400000,140,2094.19285714286,0.2472,529930
"808",6747,7858,6,7858,7858,7595,47450,3000,560000,56,847.321428571429,0.86385,529986
"3076",16416,1227,3,1227,1227,1129,127262,5400,1700000,170,748.6,0.5652,530156
"39",220,24139,5,24139,24139,21945,163458,7000,1560000,156,1047.80769230769,0.9543,530312
"2316",13184,3162,2,3162,3162,2984,143646,2800,490000,49,2931.55102040816,0.66135,530361
"7377",37556,452,2,452,452,444,103800,3200,640000,64,1621.875,0.03495,530425
"7",23,12145,4,12145,12145,11046,427120,2800,490000,49,8716.73469387755,0.9591,530474
"5347",29585,7946,11,7946,7946,7511,90740,13600,5430000,543,167.108655616943,0.3222,531017
"1686",10702,10628,9,10628,10628,10334,775892,12400,4690000,469,1654.3539445629,0.74145,531486
"28",186,12087,6,12087,12087,10981,73850,3200,630000,63,1172.22222222222,0.95595,531549
"3192",17039,934,4,934,934,915,328150,3600,8e+05,80,4101.875,0.55065,531629
"5876",32323,6350,4,6350,6350,6128,199729,9800,3810000,381,524.223097112861,0.24615,532010
"10",51,12135,2,12135,12135,11044,262532,5600,1800000,180,1458.51111111111,0.95865,532190
"5220",28949,8313,7,8313,8313,7959,45626,7000,2500000,250,182.504,0.33975,532440
"4276",23538,11322,3,11322,11322,10284,23912,3600,8e+05,80,298.9,0.46275,532520
"4351",23954,12022,2,12022,12022,10936,47995,3000,560000,56,857.053571428571,0.4527,532576
"1136",8685,6717,2,6717,6717,6479,135400,4000,1e+06,100,1354,0.8184,532676
"5770",31862,6594,4,6594,6594,6372,93930,3000,560000,56,1677.32142857143,0.26145,532732
"6636",34741,6795,9,6795,6795,6514,295040,7000,1540000,154,1915.84415584416,0.1392,532886
"681",6074,8263,5,8263,8263,7991,35266,3000,560000,56,629.75,0.8805,532942
"5697",31530,6916,4,6916,6916,6671,172390,9800,3450000,345,499.68115942029,0.27225,533287
"52",285,12062,7,12062,12062,10941,356726,4800,1190000,119,2997.6974789916,0.95235,533406
"4582",25438,11228,3,11228,11228,10203,59431,3600,8e+05,80,742.8875,0.4224,533486
"514",5085,18128,10,18128,18128,17618,148334,6400,1280000,128,1158.859375,0.8997,533614
"1853",11225,9417,6,9417,9417,8857,490744,10000,2850000,285,1721.90877192982,0.7191,533899
"1790",11050,14500,10,14500,14500,13986,761737,11600,2920000,292,2608.68835616438,0.72735,534191
"1229",9063,13040,6,13040,13040,12573,1998275,6200,1190000,119,16792.2268907563,0.8052,534310
"5840",32144,6269,3,6269,6269,6112,235600,3600,8e+05,80,2945,0.2514,534390
"5384",29816,7662,2,7662,7662,7488,65170,3400,7e+05,70,931,0.3168,534460
"4345",23930,12042,3,12042,12042,10939,216054,2800,490000,49,4409.26530612245,0.4536,534509
"309",2844,10337,3,10337,10337,9696,189882,3000,560000,56,3390.75,0.92235,534565
"1442",10099,5748,4,5748,5748,5429,67578,6800,2890000,289,233.833910034602,0.77685,534854
"3060",16289,1165,3,1165,1165,1140,67411,3400,7e+05,70,963.014285714286,0.56655,534924
"1793",11058,4648,4,4648,4648,4411,61015,4000,1e+06,100,610.15,0.72705,535024
"858",7107,7657,2,7657,7657,7482,169050,3600,8e+05,80,2113.125,0.85695,535104
"5873",32296,6173,7,6173,6173,5935,427116,2800,490000,49,8716.65306122449,0.2466,535153
"6505",34243,3935,2,3935,3935,3809,96662,3000,560000,56,1726.10714285714,0.15675,535209
"142",926,23255,5,23255,23255,21125,532892,6400,1280000,128,4163.21875,0.94095,535337
"1900",11409,8721,10,8721,8721,8352,280090,7800,1750000,175,1600.51428571429,0.71295,535512
"5118",28443,8709,2,8709,8709,8514,97551,6400,1750000,175,557.434285714286,0.3531,535687
"6327",33681,4589,4,4589,4589,4360,98597,3000,560000,56,1760.66071428571,0.1818,535743
"2911",15436,3294,12,3294,3294,3066,614247,8600,2090000,209,2938.98086124402,0.5844,535952
"4845",26929,9595,2,9595,9595,9276,35000,3400,7e+05,70,500,0.387,536022
"6320",33661,4526,3,4526,4526,4386,92872,3600,8e+05,80,1160.9,0.18285,536102
"1401",10008,5909,4,5909,5909,5676,98136,6800,2190000,219,448.109589041096,0.7827,536321
"883",7228,7526,2,7526,7526,7354,100035,3600,8e+05,80,1250.4375,0.8535,536401
"908",7389,23081,7,23081,23081,22557,417246,16200,4540000,454,919.044052863436,0.85005,536855
"2067",11959,3680,4,3680,3680,3561,123840,3000,560000,56,2211.42857142857,0.69075,536911
"5234",28994,8155,2,8155,8155,7973,212116,3400,7e+05,70,3030.22857142857,0.3378,536981
"2963",15727,6144,14,6144,6144,5768,871600,13400,2820000,282,3090.78014184397,0.57825,537263
"2317",13192,3194,5,3194,3194,3013,44065,4800,1190000,119,370.294117647059,0.6612,537382
"3343",17729,619,3,619,619,607,289925,3400,7e+05,70,4141.78571428571,0.5298,537452
"13",68,12136,2,12136,12136,11044,262532,3400,7e+05,70,3750.45714285714,0.9582,537522
"1621",10552,5329,2,5329,5329,5182,231913,3200,640000,64,3623.640625,0.7509,537586
"4267",23445,11400,5,11400,11400,10313,147379,3400,7e+05,70,2105.41428571429,0.4641,537656
"2127",12185,3603,5,3603,3603,3487,2633001,3400,7e+05,70,37614.3,0.6837,537726
"4930",27425,9272,4,9272,9272,9032,89792,2800,490000,49,1832.48979591837,0.3759,537775
"3773",21169,15678,5,15678,15678,14999,351695,10800,3680000,368,955.692934782609,0.489,538143
"5968",32714,5981,11,5981,5981,5670,91935,5000,1500000,150,612.9,0.2331,538293
"1148",8737,6715,2,6715,6715,6477,126630,4000,1e+06,100,1266.3,0.8169,538393
"2746",14776,2101,3,2101,2101,2054,123774,8000,2700000,270,458.422222222222,0.6048,538663
"4837",26898,9868,6,9868,9868,9295,144615,8400,2960000,296,488.564189189189,0.3882,538959
"799",6724,8058,3,8058,8058,7798,74366,2800,490000,49,1517.67346938776,0.86475,539008
"3784",21207,7404,3,7404,7404,7233,67700,2800,490000,49,1381.63265306122,0.48765,539057
"850",7051,15355,3,15355,15355,15007,206426,9600,2800000,280,737.235714285714,0.85815,539337
"5475",30388,14807,9,14807,14807,14385,210832,6600,1360000,136,1550.23529411765,0.30405,539473
"4662",25973,11026,2,11026,11026,10074,96826,5600,1800000,180,537.922222222222,0.41175,539653
"1985",11691,4013,4,4013,4013,3795,516896,3400,720000,72,7179.11111111111,0.702,539725
"5204",28890,8235,3,8235,8235,7966,151580,2800,490000,49,3093.4693877551,0.342,539774
"5447",30219,7510,3,7510,7510,7338,127400,3400,7e+05,70,1820,0.3078,539844
"6285",33498,14957,16,14957,14957,14074,647820,14800,4110000,411,1576.20437956204,0.18765,540255
"968",7895,7401,5,7401,7401,7229,20450,3400,7e+05,70,292.142857142857,0.84225,540325
"2581",14136,4956,2,4956,4956,4832,783834,7200,1600000,160,4898.9625,0.62655,540485
"1061",8270,14235,8,14235,14235,13814,144881,7000,1520000,152,953.164473684211,0.8292,540637
"223",1840,11027,2,11027,11027,10075,64506,3400,7e+05,70,921.514285714286,0.9309,540707
"1660",10637,5196,3,5196,5196,4872,1659984,5000,1360000,136,12205.7647058824,0.7452,540843
"4991",27915,18518,4,18518,18518,18037,497110,10600,3160000,316,1573.13291139241,0.36945,541159
"898",7341,7448,5,7448,7448,7275,273975,2800,490000,49,5591.32653061224,0.8514,541208
"6778",35439,2833,5,2833,2833,2610,310840,7200,2440000,244,1273.93442622951,0.11985,541452
"260",2267,10590,2,10590,10590,9809,11342026,3600,8e+05,80,141775.325,0.92655,541532
"6804",35521,5780,11,5780,5780,5476,540821,12600,4e+06,400,1352.0525,0.11595,541932
"4256",23335,976,7,976,976,838,133870,4600,1200000,120,1115.58333333333,0.4656,542052
"5017",28035,9087,3,9087,9087,8725,281468,10000,4810000,481,585.172557172557,0.3663,542533
"1152",8744,6817,7,6817,6817,6585,49896,4000,1e+06,100,498.96,0.8163,542633
"4677",26076,21775,6,21775,21775,19888,425336,6600,1340000,134,3174.14925373134,0.4098,542767
"1724",10806,5115,9,5115,5115,4715,248430,9800,3240000,324,766.759259259259,0.7359,543091
"2880",15339,1611,1,1611,1611,1576,229519,3600,8e+05,80,2868.9875,0.5883,543171
"5359",29633,7741,2,7741,7741,7565,294875,3400,7e+05,70,4212.5,0.32055,543241
"4812",26774,9867,5,9867,9867,9378,341941,4800,1400000,140,2442.43571428571,0.3915,543381
"4824",26814,9638,2,9638,9638,9291,151060,3400,7e+05,70,2158,0.38985,543451
"3012",15997,1292,3,1292,1292,1190,143675,2800,490000,49,2932.14285714286,0.5721,543500
"1386",9968,11948,6,11948,11948,11558,229546,7800,1750000,175,1311.69142857143,0.7845,543675
"43",233,12038,4,12038,12038,10936,47995,3000,560000,56,857.053571428571,0.9537,543731
"1811",11112,4762,7,4762,4762,4429,127685,7000,2500000,250,510.74,0.7248,543981
"1456",10135,5699,2,5699,5699,5550,89204,3000,560000,56,1592.92857142857,0.77475,544037
"5490",30468,7566,3,7566,7566,7393,2196607,9800,4950000,495,4437.5898989899,0.30195,544532
"6738",35245,6034,9,6034,6034,5774,361696,7000,1500000,150,2411.30666666667,0.1254,544682
"5519",30629,7582,9,7582,7582,7094,135928,12800,5300000,530,256.467924528302,0.2976,545212
