"","gridcode","OBJECTID","Join_Count","TARGET_FID","Id","Id_1","gridcode_1","Shape_Length","Shape_Area","area_ha","cost_ha","new_prob","cum_area_ha"
"5480",30429,7447,2,7447,7447,7275,273975,3400,7e+05,70,3913.92857142857,0.3033,545282
"5243",29041,24880,20,24880,24880,23918,3160818,19800,6920000,692,4567.65606936416,0.33645,545974
"4516",24957,11456,4,11456,11456,10396,177744,2800,490000,49,3627.42857142857,0.4305,546023
"4318",23816,1926,4,1926,1926,1885,57302,3400,7e+05,70,818.6,0.4569,546093
"1646",10611,10626,13,10626,10626,10241,898142,11800,3930000,393,2285.34860050891,0.7473,546486
"6945",36003,2239,8,2239,2239,2106,87417,3600,8e+05,80,1092.7125,0.09555,546566
"4452",24340,11627,2,11627,11627,10562,55981,3200,630000,63,888.587301587302,0.43875,546629
"6563",34488,7346,8,7346,7346,7110,487088,6800,1430000,143,3406.20979020979,0.1488,546772
"1878",11311,9190,8,9190,9190,8821,308593,7600,1800000,180,1714.40555555556,0.7161,546952
"5364",29693,15993,21,15993,15993,15217,360300,12400,3510000,351,1026.49572649573,0.3198,547303
"7399",37688,401,4,401,401,393,227933,5000,1260000,126,1808.99206349206,0.0321,547429
"2554",14056,5409,6,5409,5409,5121,680536,8400,1960000,196,3472.12244897959,0.63015,547625
"5806",32024,12843,8,12843,12843,12374,315366,7200,1540000,154,2047.83116883117,0.25635,547779
"3090",16496,1224,5,1224,1224,1124,279575,6400,1750000,175,1597.57142857143,0.5637,547954
"7419",37773,423,4,423,423,320,148512,6800,2190000,219,678.13698630137,0.02925,548173
"146",980,23135,9,23135,23135,21005,351179,9800,2850000,285,1232.20701754386,0.94035,548458
"6483",34181,4075,7,4075,4075,3751,125177,8400,3050000,305,410.416393442623,0.1596,548763
"3320",17601,567,3,567,567,558,128250,3200,640000,64,2003.90625,0.5328,548827
"2231",12700,3538,6,3538,3538,3256,200370,4800,1190000,119,1683.78151260504,0.67185,548946
"2339",13297,3088,1,3088,3088,3002,54218,4400,1050000,105,516.361904761905,0.65835,549051
"5505",30540,7560,5,7560,7560,7311,53650,9800,3550000,355,151.12676056338,0.2997,549406
"1973",11656,4073,4,4073,4073,3848,403951,3200,640000,64,6311.734375,0.7038,549470
"4774",26551,10130,2,10130,10130,9581,574355,8000,2390000,239,2403.1589958159,0.39645,549709
"3884",21527,12720,10,12720,12720,12218,2156030,10200,2160000,216,9981.62037037037,0.47925,549925
"5536",30743,7275,3,7275,7275,7106,94173,3400,720000,72,1307.95833333333,0.29505,549997
"2840",15130,1837,6,1837,1837,1627,70213,8400,2550000,255,275.345098039216,0.5931,550252
"810",6757,15913,4,15913,15913,15556,536107,6800,1400000,140,3829.33571428571,0.86355,550392
"709",6170,8101,7,8101,8101,7838,18000,6400,1750000,175,102.857142857143,0.8769,550567
"7061",36364,1687,5,1687,1687,1566,169040,4800,1190000,119,1420.50420168067,0.0789000000000001,550686
"2547",14042,2545,2,2545,2545,2481,70895,3600,8e+05,80,886.1875,0.63105,550766
"5411",29954,7646,1,7646,7646,7472,279325,5000,1500000,150,1862.16666666667,0.3129,550916
"3696",20903,9070,6,9070,9070,8853,181410,3200,640000,64,2834.53125,0.49335,550980
"6028",32858,5740,3,5740,5740,5421,95965,5000,1360000,136,705.625,0.22455,551116
"5834",32114,19398,13,19398,19398,18617,230769,14000,3640000,364,633.980769230769,0.2523,551480
"5387",29848,7801,4,7801,7801,7467,43043,6000,2250000,225,191.302222222222,0.31635,551705
"94",592,11794,3,11794,11794,10697,101075,3400,7e+05,70,1443.92857142857,0.94665,551775
"2504",13918,6055,5,6055,6055,5889,668974,6200,1190000,119,5621.63025210084,0.6372,551894
"1884",11339,4578,2,4578,4578,4351,265908,2800,490000,49,5426.69387755102,0.71535,551943
"1126",8663,6806,6,6806,6806,6574,190275,4000,1e+06,100,1902.75,0.8199,552043
"5206",28900,8327,7,8327,8327,8058,56090,7000,2500000,250,224.36,0.3417,552293
"6309",33611,4527,1,4527,4527,4388,217036,4000,1e+06,100,2170.36,0.18435,552393
"5574",30923,7378,5,7378,7378,7132,476312,5000,1360000,136,3502.29411764706,0.2895,552529
"5461",30306,7458,2,7458,7458,7286,25000,3000,560000,56,446.428571428571,0.30585,552585
"3891",21552,3910,3,3910,3910,3784,59790,3600,8e+05,80,747.375,0.47835,552665
"4685",26105,10979,5,10979,10979,10042,18016968,3400,7e+05,70,257385.257142857,0.40875,552735
"7279",37117,718,2,718,718,705,51543,3400,7e+05,70,736.328571428571,0.048,552805
"1516",10258,10951,9,10951,10951,10492,431943,8600,2330000,233,1853.83261802575,0.76635,553038
"504",5025,9238,2,9238,9238,9000,71772,3000,560000,56,1281.64285714286,0.9006,553094
"712",6188,8234,3,8234,8234,8052,67500,5000,1360000,136,496.323529411765,0.87645,553230
"1493",10207,5745,6,5745,5745,5426,116519,6800,2400000,240,485.495833333333,0.76965,553470
"2248",12757,3293,7,3293,3293,3114,25000,5600,1800000,180,138.888888888889,0.6699,553650
"3836",21389,11854,7,11854,11854,11309,456601,12000,3840000,384,1189.06510416667,0.48465,554034
"2870",15295,2024,12,2024,2024,1574,60793,19800,8070000,807,75.3320941759603,0.58965,554841
"894",7315,7559,3,7559,7559,7387,9134,2800,490000,49,186.408163265306,0.852,554890
"5695",31525,6789,5,6789,6789,6553,183216,2800,490000,49,3739.10204081633,0.27255,554939
"6057",32913,5649,5,5649,5649,5499,80041,3400,7e+05,70,1143.44285714286,0.22035,555009
"1623",10554,10930,4,10930,10930,10633,543960,12800,3580000,358,1519.44134078212,0.7506,555367
"3478",18392,212,4,212,212,164,77050,4800,1190000,119,647.478991596639,0.51135,555486
"4287",23686,7137,5,7137,7137,6798,137058,6800,2090000,209,655.77990430622,0.4611,555695
"3034",16145,1179,2,1179,1179,1155,3218500,3400,7e+05,70,45978.5714285714,0.5694,555765
"4720",26249,10419,2,10419,10419,9734,378135,3000,560000,56,6752.41071428571,0.40425,555821
"4719",26248,10491,3,10491,10491,9763,18169,4800,1190000,119,152.680672268908,0.4044,555940
"2701",14592,4407,8,4407,4407,4224,436143,8400,2150000,215,2028.57209302326,0.61035,556155
"3198",17087,883,3,883,883,809,215325,3000,560000,56,3845.08928571429,0.54975,556211
"1847",11211,4363,4,4363,4363,4131,2824710,3000,560000,56,50441.25,0.71985,556267
"4735",26361,10321,6,10321,10321,9621,341941,7000,3060000,306,1117.45424836601,0.4023,556573
"5864",32254,6195,3,6195,6195,5955,94100,3400,7e+05,70,1344.28571428571,0.24795,556643
"6206",33273,5024,5,5024,5024,4789,687470,3400,7e+05,70,9821,0.19875,556713
"3173",16946,2004,5,2004,2004,1895,600275,10600,3140000,314,1911.70382165605,0.5532,557027
"4712",26222,10686,8,10686,10686,9793,209066,8200,3380000,338,618.538461538462,0.4053,557365
"6927",35949,4476,8,4476,4476,4289,446530,8400,2080000,208,2146.77884615385,0.0982500000000001,557573
"5883",32363,6093,3,6093,6093,5941,90566,3600,8e+05,80,1132.075,0.2451,557653
"2463",13790,2825,3,2825,2825,2602,354880,7200,2440000,244,1454.4262295082,0.64245,557897
"4631",25796,22523,16,22523,22523,20311,876929,14600,6320000,632,1387.54588607595,0.4161,558529
"3182",17008,903,3,903,903,833,110784,3400,7e+05,70,1582.62857142857,0.552,558599
"2101",12055,3725,3,3725,3725,3606,685608,5000,1500000,150,4570.72,0.6864,558749
"5301",29374,7866,3,7866,7866,7604,100815,3200,640000,64,1575.234375,0.3285,558813
"779",6617,7859,3,7859,7859,7596,129205,3600,8e+05,80,1615.0625,0.8673,558893
"5629",31142,6951,4,6951,6951,6784,20000,2800,490000,49,408.163265306122,0.28185,558942
"4651",25892,11111,7,11111,11111,10053,97533,10400,3450000,345,282.704347826087,0.4134,559287
"6092",32994,5465,4,5465,5465,5316,188516,3000,560000,56,3366.35714285714,0.21525,559343
"2093",12034,3740,6,3740,3740,3620,516896,5400,1700000,170,3040.56470588235,0.6876,559513
"5898",32448,6197,4,6197,6197,6042,264600,4800,1190000,119,2223.52941176471,0.2433,559632
"2768",14836,1956,5,1956,1956,1832,130942,4800,1190000,119,1100.35294117647,0.60165,559751
"1466",10163,11510,4,11510,11510,11212,2183938,8800,2400000,240,9099.74166666667,0.7734,559991
"1594",10485,5237,8,5237,5237,5001,152993,3600,8e+05,80,1912.4125,0.75495,560071
"4434",24275,11735,4,11735,11735,10632,99900,2800,490000,49,2038.77551020408,0.4413,560120
"5904",32474,6092,2,6092,6092,5940,434587,5000,1260000,126,3449.10317460317,0.2424,560246
"2772",14848,1901,5,1901,1901,1860,283973,4000,1e+06,100,2839.73,0.60105,560346
"1494",10210,5746,4,5746,5746,5596,106860,7800,2410000,241,443.402489626556,0.7695,560587
"1050",8227,7024,3,7024,7024,6856,182800,3200,640000,64,2856.25,0.8307,560651
"383",3639,9804,3,9804,9804,9343,187392,2800,490000,49,3824.32653061224,0.91425,560700
"6884",35783,4906,8,4906,4906,4708,289064,8400,2260000,226,1279.04424778761,0.10455,560926
"1163",8788,13466,7,13466,13466,12984,542069,8400,1990000,199,2723.9648241206,0.81465,561125
"1159",8774,13540,8,13540,13540,13065,276101,6800,1400000,140,1972.15,0.81525,561265
"924",7533,7442,2,7442,7442,7270,98940,3400,7e+05,70,1413.42857142857,0.84825,561335
"4403",24172,11878,5,11878,11878,10767,209300,3000,560000,56,3737.5,0.4452,561391
"1971",11651,4208,3,4208,4208,3875,370691,5000,1260000,126,2941.99206349206,0.7041,561517
"1079",8351,7337,4,7337,7337,7084,264290,3600,8e+05,80,3303.625,0.8265,561597
"733",6337,8056,5,8056,8056,7797,31366,3000,560000,56,560.107142857143,0.87345,561653
"1885",11343,4495,4,4495,4495,4264,239370,6800,2190000,219,1093.01369863014,0.7152,561872
"279",2519,10458,4,10458,10458,9723,159767,3200,630000,63,2535.98412698413,0.9252,561935
"2363",13396,3286,5,3286,3286,3110,262921,5000,1360000,136,1933.24264705882,0.65595,562071
"4442",24304,11723,6,11723,11723,10588,266446,8600,2940000,294,906.278911564626,0.44025,562365
"2264",12873,3648,9,3648,3648,3103,167780,11400,3660000,366,458.415300546448,0.66825,562731
"3031",16124,1272,4,1272,1272,1169,955367,4800,1190000,119,8028.29411764706,0.56985,562850
"4609",25631,11180,5,11180,11180,10173,532157,3200,630000,63,8446.93650793651,0.41835,562913
"4262",23397,669,4,669,669,658,71400,3400,7e+05,70,1020,0.46485,562983
"7229",36957,928,3,928,928,910,7700,3600,8e+05,80,96.25,0.05535,563063
"2138",12246,3620,2,3620,3620,3504,81100,3000,560000,56,1448.21428571429,0.68235,563119
"1220",9010,13153,10,13153,13153,12672,495528,6800,1490000,149,3325.69127516779,0.80625,563268
"5852",32203,6454,4,6454,6454,6219,47512,4000,1e+06,100,475.12,0.2496,563368
"6553",34442,3636,3,3636,3636,3519,33640,2800,490000,49,686.530612244898,0.15,563417
"616",5759,17097,8,17097,17097,16551,1203276,6800,1400000,140,8594.82857142857,0.8883,563557
"1269",9255,6399,2,6399,6399,6165,815147,3400,7e+05,70,11644.9571428571,0.8001,563627
"1380",9937,5992,2,5992,5992,5842,120130,3200,640000,64,1877.03125,0.7854,563691
"5340",29561,8154,3,8154,8154,7886,274028,11800,6820000,682,401.800586510264,0.32325,564373
"1509",10247,5816,2,5816,5816,5666,102133,3600,8e+05,80,1276.6625,0.7674,564453
"4290",23695,6969,2,6969,6969,6802,18934,3200,640000,64,295.84375,0.46065,564517
"297",2694,10516,3,10516,10516,9769,1165500,3200,640000,64,18210.9375,0.9237,564581
"6279",33480,4801,8,4801,4801,4478,175182,6600,2700000,270,648.822222222222,0.1884,564851
"5729",31676,13628,14,13628,13628,13005,182866,13400,4490000,449,407.273942093541,0.26745,565300
"3038",16157,1377,5,1377,1377,1201,72950,6800,2190000,219,333.10502283105,0.56895,565519
"582",5536,17430,10,17430,17430,16952,256760,11800,3480000,348,737.816091954023,0.8925,565867
"7121",36614,1319,4,1319,1319,1219,83114,2800,490000,49,1696.20408163265,0.07035,565916
"517",5114,9071,2,9071,9071,8855,21850,3600,8e+05,80,273.125,0.8994,565996
"3374",17832,488,1,488,488,481,89603,5000,1360000,136,658.845588235294,0.5253,566132
"2678",14479,2318,5,2318,2318,2260,117400,3400,7e+05,70,1677.14285714286,0.61335,566202
"6783",35463,2698,5,2698,2698,2547,309377280,3000,560000,56,5524594.28571429,0.1191,566258
"4996",27949,9166,4,9166,9166,8823,46990,8000,2410000,241,194.979253112033,0.36915,566499
"5538",30764,7197,6,7197,7197,7028,49805,3200,640000,64,778.203125,0.29475,566563
"6908",35896,2444,3,2444,2444,2162,135434,8600,3300000,330,410.406060606061,0.10095,566893
"6343",33752,4347,5,4347,4347,4114,413088,2800,490000,49,8430.36734693878,0.1797,566942
"5760",31811,13238,10,13238,13238,12781,144015,9400,2460000,246,585.426829268293,0.26295,567188
"1766",10973,10088,11,10088,10088,9616,1123062,7400,1700000,170,6606.24705882353,0.7305,567358
"4528",25020,11413,6,11413,11413,10323,1032458,3600,8e+05,80,12905.725,0.4293,567438
"6099",33011,5452,2,5452,5452,5304,359820,3200,640000,64,5622.1875,0.2142,567502
"4644",25867,11130,6,11130,11130,10099,97932,3400,7e+05,70,1399.02857142857,0.41445,567572
"1321",9536,6324,2,6324,6324,6102,604080,3200,630000,63,9588.57142857143,0.7929,567635
"1655",10629,5470,2,5470,5470,5321,95445,3000,560000,56,1704.375,0.74595,567691
"2980",15848,1436,2,1436,1436,1254,164267,5200,1440000,144,1140.74305555556,0.57615,567835
"3547",18841,56,5,56,56,20,1022884,4400,1050000,105,9741.75238095238,0.50265,567940
"6894",35848,7436,14,7436,7436,7034,970709,13400,3790000,379,2561.23746701847,0.10305,568319
"5015",28024,8933,2,8933,8933,8726,145625,5200,1440000,144,1011.28472222222,0.3666,568463
"4875",27062,19175,11,19175,19175,18428,338476,6400,1260000,126,2686.31746031746,0.38295,568589
"1447",10110,11496,7,11496,11496,11111,410848,8800,2190000,219,1876.01826484018,0.7761,568808
"6286",33499,4758,2,4758,4758,4617,98360,3000,560000,56,1756.42857142857,0.1875,568864
"6277",33475,4776,2,4776,4776,4634,187220,3200,640000,64,2925.3125,0.1887,568928
"4924",27350,9392,3,9392,9392,9058,780105,4800,1190000,119,6555.50420168067,0.37665,569047
"756",6434,16041,6,16041,16041,15682,976406,6400,1260000,126,7749.25396825397,0.87045,569173
"4384",24102,11945,3,11945,11945,10861,247973,3600,8e+05,80,3099.6625,0.4479,569253
"2728",14699,2174,7,2174,2174,1961,178220,8400,3760000,376,473.989361702128,0.6069,569629
"5962",32699,5989,9,5989,5989,5677,95617,5000,1500000,150,637.446666666667,0.234,569779
"6047",32897,28436,21,28436,28436,27441,1075459,16000,3210000,321,3350.33956386293,0.22185,570100
"4515",24956,11412,5,11412,11412,10323,1032458,3400,7e+05,70,14749.4,0.43065,570170
"6087",32985,5527,1,5527,5527,5378,261823,3000,560000,56,4675.41071428571,0.216,570226
"5264",29144,8001,4,8001,8001,7732,93317,2800,490000,49,1904.42857142857,0.33345,570275
"499",4989,9110,4,9110,9110,8889,87100,5000,1260000,126,691.269841269841,0.9009,570401
"1039",8192,7125,7,7125,7125,6880,181403,6800,2330000,233,778.55364806867,0.8322,570634
"1036",8179,7139,5,7139,7139,6971,146708,5000,1360000,136,1078.73529411765,0.8325,570770
"3077",16428,2729,10,2729,2729,2439,927354,14400,4170000,417,2223.87050359712,0.56505,571187
"6019",32839,5754,7,5754,5754,5443,422580,6400,1750000,175,2414.74285714286,0.22575,571362
"4700",26170,10700,2,10700,10700,9872,1010597,2800,490000,49,20624.4285714286,0.4068,571411
"431",4351,9506,7,9506,9506,9156,304100,3600,8e+05,80,3801.25,0.9081,571491
"5225",28971,8102,9,8102,8102,7839,189362,2800,490000,49,3864.5306122449,0.339,571540
"6373",33863,4376,2,4376,4376,4239,242250,2800,490000,49,4943.87755102041,0.1755,571589
"6582",34562,7516,12,7516,7516,6938,915166,20600,8300000,830,1102.60963855422,0.14625,572419
"2837",15124,3662,5,3662,3662,3493,3508561,7000,1500000,150,23390.4066666667,0.5934,572569
"5192",28857,8281,3,8281,8281,8010,503639,2800,490000,49,10278.3469387755,0.3438,572618
"1868",11278,4500,5,4500,4500,4267,150700,6800,2330000,233,646.781115879828,0.7173,572851
"2611",14248,4886,5,4886,4886,4695,332944,7800,1750000,175,1902.53714285714,0.6228,573026
"656",5980,16570,8,16570,16570,16025,431169,5800,1050000,105,4106.37142857143,0.88365,573131
"1651",10618,5099,4,5099,5099,4869,373106,2800,490000,49,7614.40816326531,0.74655,573180
"2774",14850,2001,7,2001,2001,1886,80935,5400,1700000,170,476.088235294118,0.60075,573350
"7083",36455,3516,9,3516,3516,3360,603296,6400,1260000,126,4788.06349206349,0.0757500000000001,573476
"6096",33008,5496,9,5496,5496,5178,191820,6400,1830000,183,1048.19672131148,0.21465,573659
"2005",11757,8325,10,8325,8325,7959,324325,7000,1500000,150,2162.16666666667,0.6996,573809
"195",1459,11222,3,11222,11222,10198,27537,3600,8e+05,80,344.2125,0.9342,573889
"6089",32990,5412,4,5412,5412,5179,128840,3400,720000,72,1789.44444444444,0.2157,573961
"5957",32689,11989,7,11989,11989,11603,168335,8000,1820000,182,924.917582417582,0.2346,574143
"5361",29645,15757,8,15757,15757,15317,204844,7200,1640000,164,1249.0487804878,0.32025,574307
"5181",28824,8319,5,8319,8319,8052,67500,4000,1e+06,100,675,0.34515,574407
"5124",28464,8540,3,8540,8540,8348,183795,3400,7e+05,70,2625.64285714286,0.3525,574477
"6724",35194,3096,5,3096,3096,2817,124600,6800,1890000,189,659.259259259259,0.12735,574666
"4316",23805,2455,4,2455,2455,2329,1308708,10400,3250000,325,4026.79384615385,0.45705,574991
"3466",18344,201,1,201,201,199,85800,3600,8e+05,80,1072.5,0.51285,575071
"2737",14748,2080,5,2080,2080,2033,28895,5000,1360000,136,212.463235294118,0.60585,575207
"5847",32182,6360,2,6360,6360,6056,1235625,4400,1120000,112,11032.3660714286,0.25035,575319
"1731",10839,5005,3,5005,5005,4775,221705,3000,560000,56,3959.01785714286,0.735,575375
"4305",23751,3510,4,3510,3510,3321,889654,3800,9e+05,90,9885.04444444444,0.4584,575465
"5393",29864,15390,5,15390,15390,14964,338100,7000,1560000,156,2167.30769230769,0.31545,575621
"6159",33169,5227,5,5227,5227,4994,215022,3400,7e+05,70,3071.74285714286,0.20565,575691
"2559",14076,5118,10,5118,5118,4765,827224,9600,2380000,238,3475.73109243697,0.6294,575929
"5911",32529,6009,5,6009,6009,5859,49000,3200,640000,64,765.625,0.24135,575993
"5450",30229,7809,10,7809,7809,7312,157472,14400,6070000,607,259.426688632619,0.3075,576600
"1987",11695,4091,7,4091,4091,3962,40160,3600,8e+05,80,502,0.7017,576680
"1297",9435,6246,2,6246,6246,6090,127940,5400,1700000,170,752.588235294118,0.79605,576850
"7548",38409,12141,3,12141,12141,11049,61183,3600,8e+05,80,764.7875,0.0123000000000001,576930
"5728",31671,20279,15,20279,20279,19472,174982,15000,4360000,436,401.334862385321,0.2676,577366
"3829",21379,11941,5,11941,11941,11551,295474,6400,1260000,126,2345.03174603175,0.48525,577492
"5035",28090,8948,5,8948,8948,8661,50964,3200,630000,63,808.952380952381,0.3636,577555
"964",7880,7286,2,7286,7286,7118,164485,3400,720000,72,2284.51388888889,0.84285,577627
"4666",26001,10952,3,10952,10952,10017,106000,3000,560000,56,1892.85714285714,0.41115,577683
"6871",35733,2585,4,2585,2585,2368,133900,8400,2990000,299,447.826086956522,0.1065,577982
"2560",14078,2460,3,2460,2460,2332,22913,3000,560000,56,409.160714285714,0.62925,578038
"5003",27985,9233,7,9233,9233,8930,138370,11800,6e+06,600,230.616666666667,0.3681,578638
"5068",28223,8898,6,8898,8898,8624,430310,6000,1690000,169,2546.21301775148,0.35955,578807
"3099",16567,1140,2,1140,1140,1116,28025,4000,1e+06,100,280.25,0.5625,578907
"2697",14580,2114,5,2114,2114,2067,203464,3200,640000,64,3179.125,0.61095,578971
"2899",15407,3355,11,3355,3355,3191,435730,9000,2360000,236,1846.31355932203,0.58575,579207
"6465",34122,3917,3,3917,3917,3792,128390,3600,8e+05,80,1604.875,0.1623,579287
"3896",21560,3999,4,3999,3999,3781,203147,3600,810000,81,2507.98765432099,0.47775,579368
"2134",12219,7440,10,7440,7440,7200,685393,9200,2600000,260,2636.12692307692,0.68295,579628
"4354",23980,24081,6,24081,24081,21894,1140220,8400,2200000,220,5182.81818181818,0.45225,579848
"6421",33986,4300,3,4300,4300,4074,59727,7000,2360000,236,253.080508474576,0.16845,580084
"2235",12711,3478,3,3478,3478,3118,417524,7400,2700000,270,1546.38518518519,0.67125,580354
