"","gridcode","OBJECTID","Join_Count","TARGET_FID","Id","Id_1","gridcode_1","Shape_Length_1","Shape_Area_1","Shape_Length","Shape_Area","area_ha","cum_area_ha"
"2315",13184,3162,1,3162,3162,2030,41,3179280,3713202000,2800,490000,49,551180
"7855",40036,11063,1,11063,11063,2655,42,3026520,4013760600,8400,3060000,306,551486
"7238",36869,1207,1,1207,1207,2030,41,3179280,3713202000,3400,700000,70,551556
"2062",11826,3928,4,3928,3928,774,81,14940,6147000,3200,640000,64,551620
"1514",10127,11859,2,11859,11859,4060,82,6358560,7426404000,6400,1290000,129,551749
"878",6633,24577,8,24577,24577,5752,127,47160,25614000,9800,2050000,205,551954
"4324",23148,1251,3,1251,1251,219,81,10020,4608000,6800,2190000,219,552173
"7281",36993,879,2,879,879,344,81,66060,36570600,3400,700000,70,552243
"5912",32114,19398,10,19398,19398,4130,127,28500,9365400,14000,3640000,364,552607
"7032",36131,6497,8,6497,6497,1362,203,86280,58031100,13800,3880000,388,552995
"5655",30917,7200,2,7200,7200,1601,42,4860,1231200,4800,1190000,119,553114
"8045",41035,9251,3,9251,9251,2135,82,8820,2894400,4800,1190000,119,553233
"6887",35645,5497,4,5497,5497,1262,84,77820,57921300,18200,6040000,604,553837
"1139",8276,7041,3,7041,7041,1601,42,4860,1231200,3600,800000,80,553917
"984",7338,7516,4,7516,7516,1679,90,3060,583200,5600,1800000,180,554097
"4526",24371,11630,2,11630,11630,2562,90,3600,801900,3400,720000,72,554169
"5626",30791,7341,1,7341,7341,2655,42,3026520,4013760600,6400,1990000,199,554368
"4514",24309,11663,2,11663,11663,2655,42,3026520,4013760600,3200,640000,64,554432
"170",1349,11307,4,11307,11307,2466,21,3600,801900,3600,800000,80,554512
"8064",41178,9170,4,9170,9170,2099,31,5040,1296000,8400,2990000,299,554811
"7356",37239,700,2,700,700,123,81,7020,2068200,4800,1190000,119,554930
"956",7145,15360,2,15360,15360,5310,84,6053040,8027521200,8200,1890000,189,555119
"7823",39880,22383,4,22383,22383,5096,113,3030120,4014556200,6000,1120000,112,555231
"7532",38149,325,2,325,325,65,81,2820,496800,13200,7140000,714,555945
"1896",11212,4532,6,4532,4532,857,43,8460,3596400,6400,2060000,206,556151
"7015",36078,4648,8,4648,4648,926,162,83280,57469500,18200,9070000,907,557058
"6941",35835,2485,1,2485,2485,2030,41,3179280,3713202000,6800,1890000,189,557247
"2014",11662,8020,2,8020,8020,2704,84,918120,991539000,7000,1520000,152,557399
"60",373,11969,2,11969,11969,2634,71,6840,2006100,4800,1190000,119,557518
"2258",12794,3541,1,3541,3541,2030,41,3179280,3713202000,3000,560000,56,557574
"3374",18385,181,1,181,181,2030,41,3179280,3713202000,3200,640000,64,557638
"4925",26813,9940,2,9940,9940,2279,82,16800,8955900,6200,1680000,168,557806
"2710",14748,2080,3,2080,2080,420,81,2880,518400,5000,1360000,136,557942
"8013",40867,9564,2,9564,9564,2173,82,4980,1242000,3400,700000,70,558012
"8447",43103,4731,7,4731,4731,923,41,8400,2961900,3400,700000,70,558082
"208",1605,11157,2,11157,11157,2429,90,6780,2189700,4000,1000000,100,558182
"3126",17206,832,2,832,832,145,41,3420,703800,4000,1000000,100,558282
"1561",10228,5542,1,5542,5542,2030,41,3179280,3713202000,3000,560000,56,558338
"5966",32407,12429,4,12429,12429,2703,85,9840,2594700,6400,1260000,126,558464
"6904",35692,2496,1,2496,2496,2030,41,3179280,3713202000,2800,490000,49,558513
"1464",10010,5873,2,5873,5873,1210,52,3600,801900,5000,1260000,126,558639
"8228",42147,7938,4,7938,7938,1821,82,7980,2520000,3600,800000,80,558719
"2967",16127,4277,8,4277,4277,1746,203,762660,618426000,12400,3040000,304,559023
"5081",27862,9057,2,9057,9057,2191,21,86400,70120800,3200,640000,64,559087
"6659",34645,6831,6,6831,6831,1992,84,461880,496266300,8800,2330000,233,559320
"43",233,12038,1,12038,12038,2663,82,24960,17090100,3000,560000,56,559376
"1007",7533,7442,1,7442,7442,2655,42,3026520,4013760600,3400,700000,70,559446
"5546",30309,7435,3,7435,7435,1699,82,40080,18927900,3000,560000,56,559502
"3222",17615,1272,5,1272,1272,226,162,11580,3647700,8000,1920000,192,559694
"2560",14127,4924,6,4924,4924,1018,162,14160,5140800,10400,2960000,296,559990
"2471",13852,2815,1,2815,2815,2030,41,3179280,3713202000,5000,1260000,126,560116
"6127",32908,5831,2,5831,5831,1240,81,143700,79089300,3600,800000,80,560196
"2440",13768,5448,5,5448,5448,1264,123,381600,308662200,6000,1130000,113,560309
"1762",10743,5111,3,5111,5111,1049,42,6420,1854900,4200,980000,98,560407
"7645",38798,11892,3,11892,11892,2605,90,32100,14310900,3200,640000,64,560471
"1810",10939,10017,5,10017,10017,2039,82,7020,1563300,9800,2450000,245,560716
"634",5130,9234,1,9234,9234,2655,42,3026520,4013760600,2800,490000,49,560765
"3360",18303,314,1,314,314,2030,41,3179280,3713202000,3400,700000,70,560835
"6952",35887,7564,9,7564,7564,1630,165,68700,46436400,18400,5350000,535,561370
"1378",9504,12402,4,12402,12402,2678,82,16800,5967000,6800,1490000,149,561519
"38",219,12081,1,12081,12081,2687,82,1861740,30251171700,4800,1190000,119,561638
"2804",15143,1700,1,1700,1700,720,81,376140,306918000,5000,1260000,126,561764
"6336",33437,10067,5,10067,10067,2055,84,16740,5348700,12800,3750000,375,562139
"4384",23751,3510,2,3510,3510,694,41,5040,1385100,3800,900000,90,562229
"5739",31283,14058,9,14058,14058,3050,84,8100,2113200,11400,3350000,335,562564
"8487",43296,4146,2,4146,4146,888,43,29700,14641200,8400,2890000,289,562853
"1751",10717,4976,3,4976,4976,1059,81,4440,1142100,5000,1500000,150,563003
"7907",40260,10678,3,10678,10678,2352,90,4380,1035000,3400,700000,70,563073
"1437",9925,6108,6,6108,6108,1278,43,3180,631800,3600,800000,80,563153
"2412",13647,2816,1,2816,2816,2030,41,3179280,3713202000,3600,800000,80,563233
"1726",10657,4987,4,4987,4987,991,43,6360,1718100,3600,800000,80,563313
"1792",10848,4838,2,4838,4838,973,43,3420,703800,3000,560000,56,563369
"5428",29556,7758,3,7758,7758,1778,81,3000,558900,2800,490000,49,563418
"1694",10578,5201,3,5201,5201,1049,42,6420,1854900,3400,700000,70,563488
"5505",30042,7785,2,7785,7785,2030,41,3179280,3713202000,3000,560000,56,563544
"3440",18841,56,5,56,56,7,21,9060,3580200,4400,1050000,105,563649
"6044",32714,5981,3,5981,5981,1217,81,4020,1009800,5000,1500000,150,563799
"2231",12637,3394,3,3394,3394,673,81,3000,558900,3000,560000,56,563855
"1607",10332,5372,3,5372,5372,1085,42,5040,1296000,3800,900000,90,563945
"91",589,11836,3,11836,11836,2617,90,16380,6714900,4000,1000000,100,564045
"1413",9751,6115,2,6115,6115,1390,81,18060,7743600,2800,490000,49,564094
"1648",10471,5353,2,5353,5353,1127,41,3240,648000,3600,800000,80,564174
"6351",33492,4707,3,4707,4707,960,81,58260,32968800,3400,700000,70,564244
"7168",36616,2858,5,2858,2858,2303,122,3206880,3728812500,10000,2860000,286,564530
"7087",36273,1902,2,1902,1902,408,21,12000,4885200,3600,800000,80,564610
"535",4291,9503,2,9503,9503,2162,82,3240,656100,3400,720000,72,564682
"465",3558,19977,3,19977,19977,4921,132,3029700,4014392400,6400,1280000,128,564810
"1083",8075,7266,5,7266,7266,1575,43,3240,648000,7000,2340000,234,565044
"5540",30261,15494,6,15494,15494,3476,153,7680,1798200,23200,10060000,1006,566050
"3283",17849,512,1,512,512,2030,41,3179280,3713202000,3200,630000,63,566113
"1292",9010,13153,6,13153,13153,2897,125,145680,132036300,6800,1490000,149,566262
"3117",17162,825,1,825,825,492,81,116280,73296000,3600,800000,80,566342
"217",1666,11078,2,11078,11078,2414,31,2820,496800,2800,490000,49,566391
"5866",31917,6547,3,6547,6547,1416,43,3000,558900,7200,2440000,244,566635
"2756",14885,3889,5,3889,3889,826,162,7020,1571400,7000,1560000,156,566791
"2338",13302,13308,4,13308,13308,8120,164,12717120,14852808000,12400,2380000,238,567029
"6403",33711,4660,3,4660,4660,878,42,9840,3267000,8400,2550000,255,567284
"407",3185,10005,2,10005,10005,2279,82,16800,8955900,3000,560000,56,567340
"2587",14236,2327,2,2327,2327,471,81,3000,558900,3000,560000,56,567396
"6416",33772,4590,2,4590,4590,902,81,26640,12584700,3200,630000,63,567459
"7972",40650,10199,1,10199,10199,2655,42,3026520,4013760600,9800,3420000,342,567801
"7060",36209,1984,1,1984,1984,2030,41,3179280,3713202000,4400,1050000,105,567906
"6478",33959,4214,6,4214,4214,814,81,3000,558900,5400,1700000,170,568076
"6571",34251,20838,14,20838,20838,4175,245,54060,25920900,24600,7990000,799,568875
"1087",8087,14763,9,14763,14763,3190,124,7020,1547100,20000,7790000,779,569654
"6130",32911,16789,18,16789,16789,3424,203,16140,4606200,10000,2120000,212,569866
"4613",25194,11437,6,11437,11437,2466,21,3600,801900,9800,3740000,374,570240
"1699",10589,15939,9,15939,15939,3215,165,13140,3205800,12000,2780000,278,570518
"2812",15198,1755,1,1755,1755,454,81,76860,55606500,5400,1700000,170,570688
"1656",10488,5294,2,5294,5294,1114,81,3360,702000,3200,640000,64,570752
"2542",14078,2460,3,2460,2460,566,81,16800,7248600,3000,560000,56,570808
"5656",30918,7188,2,7188,7188,1594,42,3060,583200,3000,560000,56,570864
"4683",25729,11184,1,11184,11184,2460,31,13740,5148900,3000,560000,56,570920
"7700",39052,11748,2,11748,11748,2580,42,3060,583200,3000,560000,56,570976
"3005",16482,1173,2,1173,1173,219,81,10020,4608000,3600,800000,80,571056
"1874",11159,4549,3,4549,4549,891,21,7800,2543400,3000,560000,56,571112
"5048",27538,9342,1,9342,9342,2655,42,3026520,4013760600,3400,700000,70,571182
"1108",8158,7044,2,7044,7044,1602,42,9420,3600000,5000,1360000,136,571318
"107",672,11803,3,11803,11803,2585,71,3360,683100,3400,700000,70,571388
"199",1507,33722,5,33722,33722,7428,125,57720,34254000,9000,1690000,169,571557
"2075",11852,3899,2,3899,3899,748,81,6420,1852200,5200,1440000,144,571701
"2154",12188,3599,3,3599,3599,695,81,3660,826200,3000,560000,56,571757
"7016",36081,2150,2,2150,2150,469,81,7020,2446200,3400,720000,72,571829
"8221",42126,16584,5,16584,16584,3924,172,70440,33299100,12000,4000000,400,572229
"3214",17572,633,2,633,633,122,81,8400,3015900,5600,1800000,180,572409
"4373",23705,6872,1,6872,6872,2030,41,3179280,3713202000,3000,560000,56,572465
"7036",36144,2028,2,2028,2028,720,81,376140,306918000,4400,1050000,105,572570
"8128",41600,8883,1,8883,8883,2655,42,3026520,4013760600,3000,560000,56,572626
"3167",17365,681,2,681,681,119,21,3000,558900,3000,560000,56,572682
"1411",9737,6146,1,6146,6146,1334,43,24360,8737200,3400,700000,70,572752
"4638",25415,11231,2,11231,11231,2434,43,5040,1296000,3000,560000,56,572808
"7762",39607,11568,2,11568,11568,2538,42,5040,1530000,5000,1500000,150,572958
"6227",33155,5207,2,5207,5207,1052,43,6420,1944000,5600,1800000,180,573138
"8659",44158,54,4,54,54,7,21,9060,3580200,3000,560000,56,573194
"855",6435,7922,5,7922,7922,1815,42,3600,801900,4000,1000000,100,573294
"1611",10345,5529,3,5529,5529,1193,81,16440,7236900,8000,2310000,231,573525
"3190",17462,751,2,751,751,119,21,3000,558900,6200,1890000,189,573714
"6522",34103,4314,2,4314,4314,848,43,8040,2540700,3000,560000,56,573770
"2936",15915,2816,5,2816,2816,630,82,58320,42541200,8600,2160000,216,573986
"7246",36902,1035,4,1035,1035,173,43,3600,801900,5600,1800000,180,574166
"106",671,11764,1,11764,11764,2687,82,1861740,30251171700,3400,700000,70,574236
"4571",24871,11471,2,11471,11471,2511,71,2940,538200,3000,560000,56,574292
"5838",31809,6635,2,6635,6635,1467,81,46620,25664400,3000,560000,56,574348
"3216",17592,707,2,707,707,136,81,3420,703800,3400,700000,70,574418
"544",4351,9506,1,9506,9506,2655,42,3026520,4013760600,3600,800000,80,574498
"3434",18780,307,3,307,307,2113,122,3233160,3746000700,10600,3300000,330,574828
"8209",42092,8242,5,8242,8242,1873,82,3600,801900,3000,560000,56,574884
"6211",33108,5463,1,5463,5463,1132,81,13620,7028100,5400,1700000,170,575054
"3872",21215,7480,4,7480,7480,1692,41,18000,9572400,8400,3550000,355,575409
"2551",14095,2436,1,2436,2436,720,81,376140,306918000,3600,800000,80,575489
"5200",28358,8645,2,8645,8645,2013,21,4800,1209600,2800,490000,49,575538
"1525",10161,5579,2,5579,5579,1240,81,143700,79089300,5000,1260000,126,575664
"5117",28030,9016,2,9016,9016,2096,42,13500,5337900,3400,720000,72,575736
"6232",33169,5227,3,5227,5227,1075,41,3360,683100,3400,700000,70,575806
"899",6746,7830,2,7830,7830,1799,82,4620,1215000,3600,800000,80,575886
"2253",12754,3261,2,3261,3261,627,21,4800,1179900,3400,700000,70,575956
"1165",8442,6968,3,6968,6968,1542,21,3240,656100,3600,800000,80,576036
"8530",43514,6659,4,6659,6659,1470,82,48360,19137600,7000,1520000,152,576188
"1423",9808,6037,3,6037,6037,1257,42,3060,583200,5600,1800000,180,576368
"7119",36413,1609,1,1609,1609,720,81,376140,306918000,3600,800000,80,576448
"5529",30195,7642,2,7642,7642,1791,43,59460,34513200,5000,1360000,136,576584
"8481",43259,4068,2,4068,4068,825,21,3060,583200,3200,630000,63,576647
"5295",28875,8386,2,8386,8386,1943,42,9960,3624300,5600,1800000,180,576827
"7614",38635,24127,4,24127,24127,5326,164,49920,34180200,7200,1640000,164,576991
"5813",31701,6562,1,6562,6562,1450,43,140700,130551300,3000,560000,56,577047
"5147",28135,8950,2,8950,8950,2071,43,3840,918000,3800,900000,90,577137
"2213",12570,3488,5,3488,3488,675,42,3660,826200,5000,1360000,136,577273
"5206",28407,8705,2,8705,8705,2032,41,3660,826200,3600,800000,80,577353
"1624",10393,5359,3,5359,5359,1108,41,3180,621000,3400,720000,72,577425
"1724",10645,5094,2,5094,5094,1129,81,84840,46410300,3400,700000,70,577495
"6162",32987,5556,2,5556,5556,1152,81,4620,1215000,8000,3110000,311,577806
"5493",29928,15288,5,15288,15288,3486,164,16560,5841000,6800,1430000,143,577949
"866",6511,7992,3,7992,7992,1813,81,3780,891000,3200,630000,63,578012
"2897",15610,1435,2,1435,1435,305,41,3780,891000,3600,800000,80,578092
"197",1487,22479,8,22479,22479,4887,142,6480,1296000,6400,1270000,127,578219
"1745",10701,10063,4,10063,10063,2031,131,22200,7495200,6800,1400000,140,578359
"2652",14474,2173,2,2173,2173,459,21,3240,648000,3200,630000,63,578422
"5240",28558,8648,1,8648,8648,2655,42,3026520,4013760600,7800,3110000,311,578733
"3346",18227,243,2,243,243,2030,41,3179280,3713202000,4000,1000000,100,578833
"1294",9035,6420,1,6420,6420,1467,81,46620,25664400,3000,560000,56,578889
"1435",9908,18252,10,18252,18252,4023,125,264900,187987500,13800,3450000,345,579234
"706",5649,8549,1,8549,8549,2687,82,1861740,30251171700,2800,490000,49,579283
"6516",34091,4104,1,4104,4104,2030,41,3179280,3713202000,5400,1700000,170,579453
"5957",32342,6249,2,6249,6249,1377,43,12840,4434300,8400,2750000,275,579728
"8176",42006,8278,4,8278,8278,1905,82,4800,1179900,2800,490000,49,579777
"1164",8403,7008,2,7008,7008,1549,81,3000,558900,3000,560000,56,579833
"4441",24029,11998,2,11998,11998,2655,42,3026520,4013760600,3400,700000,70,579903
"7423",37577,448,3,448,448,91,81,6420,1836000,3600,800000,80,579983
"1479",10056,5885,6,5885,5885,1212,42,3600,801900,2800,490000,49,580032
"2860",15428,1657,2,1657,1657,336,21,4560,1170000,4600,1200000,120,580152
"378",2932,10140,2,10140,10140,2262,82,3660,826200,3600,800000,80,580232
"2523",14033,7607,5,7607,7607,2441,175,477240,501564600,12400,3260000,326,580558
"6654",34633,3505,2,3505,3505,693,43,3780,891000,6400,1990000,199,580757
"4814",26245,21266,2,21266,21266,5310,84,6053040,8027521200,10000,2920000,292,581049
"517",4184,9566,2,9566,9566,2182,82,4800,1179900,3600,800000,80,581129
"5471",29815,7814,2,7814,7814,1795,81,3660,826200,4600,1200000,120,581249
"6796",35293,2990,1,2990,2990,2030,41,3179280,3713202000,5000,1500000,150,581399
"5507",30060,15314,8,15314,15314,3469,85,64260,45433800,11400,4110000,411,581810
"5636",30845,7208,1,7208,7208,1635,82,25980,15384600,3600,800000,80,581890
"5293",28867,8421,4,8421,8421,1927,82,4080,1040400,3200,640000,64,581954
"2949",15997,1292,2,1292,1292,231,21,4860,1231200,2800,490000,49,582003
"1511",10124,5702,2,5702,5702,1193,81,16440,7236900,3400,700000,70,582073
"6646",34604,3540,1,3540,3540,2030,41,3179280,3713202000,3600,800000,80,582153
"3182",17430,2122,8,2122,2122,374,243,8520,1511100,8600,1540000,154,582307
"2855",15414,3214,5,3214,3214,640,132,17460,5980500,7000,1520000,152,582459
"2336",13300,3086,1,3086,3086,2030,41,3179280,3713202000,3000,560000,56,582515
"7560",38293,299,3,299,299,2051,122,3185700,3715032600,13400,4490000,449,582964
"3968",21527,12720,7,12720,12720,3708,203,3298860,3773786400,10200,2160000,216,583180
"118",756,11662,1,11662,11662,2687,82,1861740,30251171700,4800,1350000,135,583315
"6282",33280,4910,5,4910,4910,967,82,3240,656100,3000,560000,56,583371
"5654",30916,7237,2,7237,7237,1612,43,6420,1908900,3800,900000,90,583461
"7638",38781,11926,1,11926,11926,2655,42,3026520,4013760600,4000,1000000,100,583561
"3198",17488,626,1,626,626,2030,41,3179280,3713202000,3400,700000,70,583631
"853",6432,8144,2,8144,8144,1869,82,6420,2068200,5400,1700000,170,583801
"594",4818,9322,2,9322,9322,2131,90,4860,1231200,4800,1190000,119,583920
"7196",36750,3931,6,3931,3931,2501,205,3190260,3716581500,9400,1820000,182,584102
"5564",30435,7359,4,7359,7359,1656,42,3360,702000,3400,720000,72,584174
"4883",26572,10018,3,10018,10018,2251,21,3420,729000,3600,800000,80,584254
"7325",37136,866,2,866,866,154,42,3420,703800,3400,700000,70,584324
"8157",41862,8846,4,8846,8846,1986,82,5040,1296000,16600,8500000,850,585174
"4223",22741,10336,1,10336,10336,2655,42,3026520,4013760600,2800,490000,49,585223
"6238",33181,10546,5,10546,10546,2237,122,88020,47031300,7200,1630000,163,585386
"4578",24943,11457,2,11457,11457,2519,21,3960,980100,5000,1260000,126,585512
"1562",10229,5561,1,5561,5561,2030,41,3179280,3713202000,2800,490000,49,585561
"84",520,11869,1,11869,11869,2687,82,1861740,30251171700,2800,490000,49,585610
"6348",33480,4801,3,4801,4801,912,41,11220,5459400,6600,2700000,270,585880
"7426",37586,988,3,988,988,2113,122,3233160,3746000700,8400,2220000,222,586102
"707",5650,8691,2,8691,8691,2081,90,34740,26803800,8400,3620000,362,586464
"5144",28126,8891,1,8891,8891,2655,42,3026520,4013760600,3000,560000,56,586520
"7029",36116,2098,1,2098,2098,2030,41,3179280,3713202000,3600,800000,80,586600
"1217",8708,6719,1,6719,6719,1493,82,19680,11634300,4000,1000000,100,586700
"141",995,11498,3,11498,11498,2515,21,4980,1485000,3400,700000,70,586770
"1281",8958,6497,2,6497,6497,1421,81,3060,583200,3400,700000,70,586840
"7222",36809,1149,1,1149,1149,2030,41,3179280,3713202000,3600,800000,80,586920
"4652",25546,11174,2,11174,11174,2434,43,5040,1296000,2800,490000,49,586969
"1356",9377,6359,1,6359,6359,1372,42,5820,1618200,2800,490000,49,587018
"159",1206,11389,1,11389,11389,2687,82,1861740,30251171700,3000,560000,56,587074
"6815",35377,2827,2,2827,2827,650,41,66000,53001000,3400,700000,70,587144
"5262",28771,8489,2,8489,8489,1978,81,4440,1080000,8000,2700000,270,587414
"6710",34819,3290,2,3290,3290,651,43,10320,4183200,3600,800000,80,587494
"7587",38477,12128,2,12128,12128,2675,90,3060,583200,3000,560000,56,587550
"6648",34612,3476,3,3476,3476,673,81,3000,558900,3200,630000,63,587613
"4364",23677,7220,3,7220,7220,1710,21,25980,13162500,3200,630000,63,587676
"5024",27337,9410,2,9410,9410,2184,43,24180,12319200,2800,490000,49,587725
"6266",33244,5469,2,5469,5469,1199,81,17160,7540200,10000,3850000,385,588110
"8214",42114,8106,2,8106,8106,1864,71,3240,648000,3200,630000,63,588173
"7071",36236,1990,2,1990,1990,420,81,2880,518400,5400,1700000,170,588343
"1136",8268,7020,4,7020,7020,1553,21,6360,1836900,3000,560000,56,588399
