"","gridcode","OBJECTID","Join_Count","TARGET_FID","Id","Id_1","gridcode_1","Shape_Length_1","Shape_Area_1","Shape_Length","Shape_Area","area_ha","cum_area_ha"
"2680",14605,4154,6,4154,4154,884,84,13200,4233600,6600,1340000,134,226674
"3279",17837,2106,14,2106,2106,342,324,12180,2322900,13000,2640000,264,226938
"8317",42631,6757,2,6757,6757,1459,42,4020,1009800,8400,2760000,276,227214
"1914",11274,4428,3,4428,4428,888,43,29700,14641200,3000,560000,56,227270
"7386",37396,1171,5,1171,1171,278,162,44280,22016700,7400,1720000,172,227442
"344",2668,10459,3,10459,10459,2312,41,4800,1179900,3200,630000,63,227505
"2654",14478,12888,14,12888,12888,2631,125,20040,4888800,20600,5070000,507,228012
"1232",8782,6694,5,6694,6694,1432,41,3420,703800,3600,800000,80,228092
"7458",37768,939,4,939,939,168,162,7320,1652400,6600,1390000,139,228231
"6731",34947,6464,9,6464,6464,1256,162,6720,1366200,8400,2050000,205,228436
"7590",38483,12131,1,12131,12131,2687,82,1861740,30251171700,2800,490000,49,228485
"3258",17778,1128,2,1128,1128,4060,82,6358560,7426404000,9000,2520000,252,228737
"6730",34941,3171,3,3171,3171,608,81,2880,518400,3000,560000,56,228793
"3857",21168,7714,1,7714,7714,2655,42,3026520,4013760600,3400,700000,70,228863
"7922",40352,10596,2,10596,10596,2339,81,3420,703800,4000,1000000,100,228963
"1027",7730,22199,6,22199,22199,5268,254,93660,55120500,13200,3500000,350,229313
"6000",32601,13173,7,13173,13173,3342,83,3182340,3713785200,32600,16190000,1619,230932
"2198",12454,7027,5,7027,7027,1438,82,27240,10152000,6800,1440000,144,231076
"8436",43039,10054,6,10054,10054,2052,42,6840,1474200,6800,1460000,146,231222
"3028",16679,2494,4,2494,2494,2320,122,3191280,3717487800,11200,3740000,374,231596
"5433",29581,8036,5,8036,8036,1809,81,3960,980100,8400,2620000,262,231858
"5716",31160,6867,4,6867,6867,1494,21,4860,1231200,3400,700000,70,231928
"349",2723,10290,1,10290,10290,2655,42,3026520,4013760600,3600,800000,80,232008
"6017",32657,5846,2,5846,5846,1221,42,3540,772200,3600,800000,80,232088
"6158",32974,6091,7,6091,6091,1097,41,8400,3048300,29000,13340000,1334,233422
"6852",35518,2883,1,2883,2883,2030,41,3179280,3713202000,5200,1530000,153,233575
"7399",37462,446,2,446,446,2030,41,3179280,3713202000,3200,640000,64,233639
"6892",35656,2526,1,2526,2526,2030,41,3179280,3713202000,2800,490000,49,233688
"4573",24881,11576,5,11576,11576,2490,41,13200,6524100,10800,3540000,354,234042
"1090",8095,7120,3,7120,7120,1601,42,4860,1231200,3800,900000,90,234132
"5858",31893,6539,3,6539,6539,1399,41,4020,1009800,6600,2000000,200,234332
"3244",17716,532,2,532,532,95,81,18780,8278200,4800,1350000,135,234467
"698",5566,17661,5,17661,17661,4077,123,8280,1914300,11800,3450000,345,234812
"1984",11558,4199,2,4199,4199,829,43,3600,801900,3600,800000,80,234892
"3008",16515,1115,4,1115,1115,222,21,7440,2754000,3000,560000,56,234948
"5552",30362,7368,4,7368,7368,1632,43,4800,1350000,3200,640000,64,235012
"8713",44413,1412,2,1412,1412,282,42,4800,1179900,4000,1000000,100,235112
"440",3381,10081,4,10081,10081,2251,21,3420,729000,3400,720000,72,235184
"2334",13293,3014,4,3014,3014,582,81,3360,683100,5000,1500000,150,235334
"1720",10637,5196,6,5196,5196,1021,43,3240,648000,5000,1360000,136,235470
"7264",36938,1086,3,1086,1086,180,81,3600,801900,8400,2450000,245,235715
"4406",23854,1512,2,1512,1512,363,81,12000,4421700,3400,720000,72,235787
"250",1852,10966,2,10966,10966,2396,43,3360,683100,3400,700000,70,235857
"7968",40638,10023,1,10023,10023,2655,42,3026520,4013760600,3200,640000,64,235921
"3941",21438,5133,10,5133,5133,949,43,3240,656100,9800,4460000,446,236367
"1598",10318,22247,10,22247,22247,4668,248,49020,21782700,12800,2550000,255,236622
"1134",8247,7112,3,7112,7112,1579,42,5460,1744200,4800,1190000,119,236741
"5374",29247,8004,1,8004,8004,2655,42,3026520,4013760600,2800,490000,49,236790
"1427",9856,5932,5,5932,5932,1222,42,3420,712800,3400,700000,70,236860
"7191",36714,1279,3,1279,1279,269,81,3840,918000,3000,560000,56,236916
"2727",14803,1898,5,1898,1898,384,42,6480,1814400,6400,1750000,175,237091
"1277",8937,6619,4,6619,6619,1435,41,9960,4032000,2800,490000,49,237140
"7768",39625,11647,2,11647,11647,2535,52,2880,518400,4800,1190000,119,237259
"7506",38031,760,3,760,760,6090,123,9537840,11139606000,9800,1990000,199,237458
"8203",42083,16714,5,16714,16714,4557,63,3029520,4014319500,13800,5090000,509,237967
"1671",10522,5224,5,5224,5224,1055,42,9780,4444200,3400,700000,70,238037
"350",2728,10396,2,10396,10396,2302,43,3060,583200,3000,560000,56,238093
"4563",24742,23127,10,23127,23127,5059,172,6840,1506600,8000,1900000,190,238283
"7323",37125,816,3,816,816,119,21,3000,558900,6800,2400000,240,238523
"8340",42752,6904,7,6904,6904,1433,41,251220,183303000,20200,12240000,1224,239747
"6156",32972,11082,5,11082,11082,2278,122,43380,23998500,13200,4820000,482,240229
"257",1890,21906,2,21906,21906,5310,84,6053040,8027521200,6800,1440000,144,240373
"2391",13576,2881,2,2881,2881,581,81,4980,1242000,2800,490000,49,240422
"5104",27985,9233,2,9233,9233,2129,82,4080,1040400,11800,6000000,600,241022
"1208",8683,6877,2,6877,6877,1521,21,9840,3485700,5000,1360000,136,241158
"5754",31398,6924,2,6924,6924,1488,43,6840,2924100,4800,1190000,119,241277
"124",813,11658,2,11658,11658,2566,42,3240,656100,3400,720000,72,241349
"686",5516,8719,2,8719,8719,2035,52,4020,1009800,3600,800000,80,241429
"3205",17531,610,4,610,610,108,81,4980,1360800,3200,640000,64,241493
"1508",10110,11496,4,11496,11496,2512,124,148080,80124300,8800,2190000,219,241712
"7915",40300,10659,3,10659,10659,2339,81,3420,703800,3400,700000,70,241782
"1658",10493,16282,12,16282,16282,3332,174,12960,3375900,11600,2790000,279,242061
"6930",35773,4986,3,4986,4986,1839,123,462120,496352700,12800,3840000,384,242445
"7509",38055,154,1,154,154,2030,41,3179280,3713202000,4000,1000000,100,242545
"1202",8666,6875,3,6875,6875,1520,81,4920,1310400,3000,560000,56,242601
"8189",42055,8270,3,8270,8270,1903,71,2940,538200,3000,560000,56,242657
"1927",11320,4332,1,4332,4332,2030,41,3179280,3713202000,3000,560000,56,242713
"6752",35065,9787,6,9787,9787,3265,143,3186960,3714900300,17000,4790000,479,243192
"7979",40695,9820,2,9820,9820,2214,71,6840,2189700,2800,490000,49,243241
"8213",42109,8099,1,8099,8099,2655,42,3026520,4013760600,2800,490000,49,243290
"680",5465,8724,2,8724,8724,2036,82,4020,1009800,4000,1000000,100,243390
"6357",33508,4881,4,4881,4881,933,42,4860,1231200,11400,4330000,433,243823
"2788",15040,1929,3,1929,1929,363,81,12000,4421700,10400,3750000,375,244198
"3150",17304,770,3,770,770,145,41,3420,703800,2800,490000,49,244247
"3826",21040,8604,2,8604,8604,2022,90,2760,476100,3400,700000,70,244317
"4972",27037,19033,4,19033,19033,4327,180,33060,18253800,9000,2250000,225,244542
"3446",18879,21,1,21,21,7,21,9060,3580200,5600,1800000,180,244722
"663",5360,8699,4,8699,8699,2028,90,7800,2457900,3400,700000,70,244792
"2819",15251,3604,2,3604,3604,4060,82,6358560,7426404000,6800,1400000,140,244932
"4580",24956,11412,1,11412,11412,2655,42,3026520,4013760600,3400,700000,70,245002
"5383",29292,7962,1,7962,7962,2655,42,3026520,4013760600,3400,700000,70,245072
"6788",35239,2933,3,2933,2933,584,43,8460,2565000,3400,700000,70,245142
"8533",43525,3108,3,3108,3108,612,43,11820,4920300,3400,700000,70,245212
"1483",10062,5840,1,5840,5840,1433,41,251220,183303000,5000,1360000,136,245348
"6317",33364,4798,1,4798,4798,960,81,58260,32968800,3000,560000,56,245404
"5137",28096,8857,2,8857,8857,2043,90,4020,1009800,2800,490000,49,245453
"6453",33904,4232,3,4232,4232,820,41,3240,656100,3600,800000,80,245533
"6917",35726,2598,2,2598,2598,533,43,8400,2840400,8400,2860000,286,245819
"2832",15317,3602,2,3602,3602,4060,82,6358560,7426404000,6800,1490000,149,245968
"3465",18994,10976,2,10976,10976,2399,82,6600,2068200,3400,700000,70,246038
"5516",30100,7715,2,7715,7715,1790,41,10020,4677300,6800,2400000,240,246278
"7991",40753,9794,5,9794,9794,2199,71,3660,826200,5400,1700000,170,246448
"1591",10301,5348,1,5348,5348,1352,42,459060,495769500,3200,640000,64,246512
"3161",17347,738,1,738,738,261,21,84900,55801800,3000,560000,56,246568
"8048",41049,9240,2,9240,9240,2109,81,3360,683100,2800,490000,49,246617
"7989",40737,9722,1,9722,9722,2655,42,3026520,4013760600,7000,2500000,250,246867
"8583",43729,2141,2,2141,2141,447,43,6360,1981800,3600,800000,80,246947
"904",6783,7765,4,7765,7765,1752,82,5640,1836000,2800,490000,49,246996
"5161",28189,8819,2,8819,8819,2191,21,86400,70120800,3400,700000,70,247066
"5472",29816,7662,1,7662,7662,1878,43,38400,20058300,3400,700000,70,247136
"5354",29136,8057,1,8057,8057,1853,43,3480,734400,3400,700000,70,247206
"5129",28066,8978,2,8978,8978,2191,21,86400,70120800,3200,630000,63,247269
"4443",24041,11966,4,11966,11966,2632,71,10020,5194800,3400,700000,70,247339
"2926",15868,2811,6,2811,2811,2301,82,3182700,3713905800,7200,1600000,160,247499
"340",2598,10488,2,10488,10488,2306,52,4620,1215000,5200,1530000,153,247652
"2925",15860,1371,1,1371,1371,315,41,29160,21270600,3600,800000,80,247732
"6392",33678,14007,5,14007,14007,3090,163,180840,97631100,11600,2900000,290,248022
"8500",43328,3875,2,3875,3875,744,81,3420,712800,3000,560000,56,248078
"2811",15188,1685,6,1685,1685,317,52,3240,656100,2800,490000,49,248127
"6448",33898,4293,1,4293,4293,2030,41,3179280,3713202000,5000,1260000,126,248253
"6438",33863,4376,4,4376,4376,844,81,5040,1296000,2800,490000,49,248302
"4854",26413,20344,10,20344,20344,4525,124,6660,1385100,6000,1130000,113,248415
"5195",28349,8597,3,8597,8597,2002,21,3360,683100,3400,700000,70,248485
"1450",9976,5857,2,5857,5857,1205,43,9780,3672000,3800,900000,90,248575
"7745",39416,11660,2,11660,11660,2567,90,6420,1933200,4800,1350000,135,248710
"6489",34003,8282,5,8282,8282,1614,162,29520,12448800,6600,1360000,136,248846
"5517",30113,7512,1,7512,7512,2655,42,3026520,4013760600,3400,700000,70,248916
"4622",25265,33978,8,33978,33978,7613,184,3034680,4015634400,11400,2630000,263,249179
"5787",31579,6750,2,6750,6750,1502,43,8400,3248100,3400,700000,70,249249
"7051",36178,2026,2,2026,2026,720,81,376140,306918000,7000,2360000,236,249485
"6001",32607,6079,2,6079,6079,1317,42,10080,3882600,3600,800000,80,249565
"5917",32136,12901,4,12901,12901,2750,124,30540,13860000,7600,1760000,176,249741
"2793",15091,1752,1,1752,1752,2030,41,3179280,3713202000,3800,900000,90,249831
"2236",12685,3468,1,3468,3468,832,81,116100,59850000,3800,900000,90,249921
"3249",17745,1711,4,1711,1711,4140,163,6362220,7427230200,10600,2320000,232,250153
"7315",37094,892,1,892,892,2030,41,3179280,3713202000,7000,2360000,236,250389
"3839",21097,8121,6,8121,8121,1850,42,12840,4497300,3400,700000,70,250459
"8256",42232,7815,2,7815,7815,1796,81,4620,1215000,6400,1990000,199,250658
"4421",23942,12030,2,12030,12030,2652,90,2820,496800,2800,490000,49,250707
"7704",39079,11732,2,11732,11732,2575,90,5340,1663200,3800,900000,90,250797
"2749",14855,1997,3,1997,1997,422,81,3060,583200,2800,490000,49,250846
"1509",10111,11596,7,11596,11596,2428,122,53520,29114100,11000,3500000,350,251196
"5528",30179,7806,2,7806,7806,1791,43,59460,34513200,9800,4150000,415,251611
"1910",11261,4417,2,4417,4417,869,41,25800,14211000,3400,700000,70,251681
"5489",29911,7596,3,7596,7596,1701,82,5580,1782000,2800,490000,49,251730
"839",6351,16107,8,16107,16107,3674,132,8040,1881900,6400,1260000,126,251856
"848",6407,7993,2,7993,7993,1875,82,9840,2973600,3000,560000,56,251912
"4934",26867,9741,1,9741,9741,2655,42,3026520,4013760600,5400,1700000,170,252082
"1557",10214,11198,5,11198,11198,2286,86,9240,2430000,6800,1400000,140,252222
"1873",11154,4630,3,4630,4630,917,82,6840,2241000,6800,2190000,219,252441
"3",6,31555,7,31555,31555,7725,214,1892400,30266140500,13000,2620000,262,252703
"5284",28845,8342,3,8342,8342,1928,42,4020,1009800,4000,1000000,100,252803
"8552",43613,2800,2,2800,2800,568,81,11460,4226400,3600,800000,80,252883
"1989",11571,4469,3,4469,4469,876,42,30120,16605000,3600,800000,80,252963
"7685",38974,11830,2,11830,11830,2600,90,6780,2872800,5400,1700000,170,253133
"452",3437,10013,4,10013,10013,2236,81,3540,772200,3600,800000,80,253213
"6462",33921,8681,4,8681,8681,1690,162,10800,3385800,6400,1260000,126,253339
"3208",17546,705,2,705,705,124,81,2820,496800,2800,490000,49,253388
"104",667,11710,3,11710,11710,2579,52,5460,1744200,3400,700000,70,253458
"2372",13468,5807,4,5807,5807,1954,123,462660,496571400,7000,1560000,156,253614
"4595",25060,11474,2,11474,11474,2512,71,3360,683100,2800,490000,49,253663
"3171",17369,768,2,768,768,194,81,40620,21190500,2800,490000,49,253712
"7209",36771,2635,3,2635,2635,2258,122,3182040,3713678100,6400,1260000,126,253838
"6620",34483,3950,5,3950,3950,688,42,6840,1944000,16400,5660000,566,254404
"5138",28097,8947,1,8947,8947,2655,42,3026520,4013760600,3800,900000,90,254494
"4904",26687,10072,1,10072,10072,2655,42,3026520,4013760600,13800,8500000,850,255344
"1682",10553,5164,3,5164,5164,1036,82,2880,518400,2800,490000,49,255393
"6697",34753,3578,3,3578,3578,635,43,6240,1698300,14800,7620000,762,256155
"5976",32456,12295,7,12295,12295,2598,84,9600,2547000,9800,2690000,269,256424
"5941",32251,6289,4,6289,6289,1353,41,4380,1035000,4400,1050000,105,256529
"6682",34707,3534,2,3534,3534,699,42,3000,558900,3000,560000,56,256585
"1587",10288,11600,2,11600,11600,2764,86,132360,89848800,6400,1260000,126,256711
"5567",30452,7427,1,7427,7427,2655,42,3026520,4013760600,5000,1260000,126,256837
"5959",32350,6234,5,6234,6234,1334,43,24360,8737200,10400,4060000,406,257243
"7349",37206,757,1,757,757,2030,41,3179280,3713202000,2800,490000,49,257292
"5840",31811,13238,11,13238,13238,2836,122,13320,4715100,9400,2460000,246,257538
"3191",17463,728,3,728,728,127,81,3000,558900,3000,560000,56,257594
"7779",39673,11466,5,11466,11466,2496,71,8460,4309200,4400,1050000,105,257699
"6012",32642,11962,8,11962,11962,2532,86,7980,1841400,8000,1830000,183,257882
"138",975,11617,1,11617,11617,2655,42,3026520,4013760600,3200,630000,63,257945
"6049",32724,5867,3,5867,5867,1208,82,5040,1296000,5600,1800000,180,258125
"4835",26354,10224,2,10224,10224,2298,90,6420,2068200,2800,490000,49,258174
"3447",18880,24,3,24,24,18,21,8400,2513700,3600,800000,80,258254
"6176",33016,5789,5,5789,5789,1193,81,16440,7236900,8400,2860000,286,258540
"4604",25124,11328,1,11328,11328,2655,42,3026520,4013760600,3400,720000,72,258612
"5950",32295,6101,4,6101,6101,1299,43,8580,2700000,3600,800000,80,258692
"1549",10199,5937,5,5937,5937,1223,42,3360,683100,5000,1360000,136,258828
"4451",24083,11968,3,11968,11968,2633,82,2820,496800,6400,2060000,206,259034
"2306",13156,3047,3,3047,3047,602,81,3600,801900,3600,800000,80,259114
"1704",10602,5142,2,5142,5142,1240,81,143700,79089300,3400,700000,70,259184
"6145",32945,18174,12,18174,18174,3685,253,10200,2187000,25400,10770000,1077,260261
"3391",18516,209,2,209,209,49,81,9780,3456000,2800,490000,49,260310
"1998",11603,4202,4,4202,4202,808,43,3240,656100,3600,800000,80,260390
"1256",8862,6661,4,6661,6661,1424,42,3000,558900,3400,700000,70,260460
"1553",10206,11089,6,11089,11089,2305,112,41700,23315400,6600,1340000,134,260594
"7495",37967,193,1,193,193,2030,41,3179280,3713202000,3000,560000,56,260650
"317",2373,10538,2,10538,10538,2339,81,3420,703800,3600,800000,80,260730
"909",6803,7695,3,7695,7695,1756,90,3480,734400,3600,800000,80,260810
"7416",37541,426,1,426,426,2030,41,3179280,3713202000,3400,700000,70,260880
"8424",42999,5250,5,5250,5250,1059,81,4440,1142100,4800,1190000,119,260999
"7953",40514,31361,6,31361,31361,6913,270,10560,2300400,11400,2660000,266,261265
"1642",10457,5299,3,5299,5299,1116,43,3180,621000,3000,560000,56,261321
"6969",35933,2403,1,2403,2403,2030,41,3179280,3713202000,4000,1000000,100,261421
"5731",31239,14128,5,14128,14128,3157,85,21360,7851600,10000,2970000,297,261718
"1279",8951,6499,3,6499,6499,1406,82,3420,712800,3400,700000,70,261788
"2082",11880,3905,3,3905,3905,790,81,3420,729000,3600,800000,80,261868
"4505",24275,11735,2,11735,11735,2577,71,2820,496800,2800,490000,49,261917
"5477",29856,7723,4,7723,7723,1745,42,4080,1040400,5000,1260000,126,262043
"7286",37015,960,2,960,960,160,81,3360,683100,4600,1200000,120,262163
"8250",42201,7966,3,7966,7966,1789,43,24660,11293200,4800,1190000,119,262282
"3237",17676,577,3,577,577,94,81,3600,810000,3200,640000,64,262346
"5348",29099,8014,5,8014,8014,1815,42,3600,801900,2800,490000,49,262395
"7301",37063,835,1,835,835,2030,41,3179280,3713202000,3400,700000,70,262465
"1268",8906,6637,5,6637,6637,1407,82,4980,1485000,6400,1850000,185,262650
"5230",28495,8501,1,8501,8501,1979,42,8040,2422800,3400,700000,70,262720
"4603",25119,46059,16,46059,46059,10061,344,25260,7478100,21200,6340000,634,263354
"685",5493,8617,2,8617,8617,2026,81,3000,558900,3400,700000,70,263424
"7013",36071,2160,1,2160,2160,2030,41,3179280,3713202000,3800,900000,90,263514
"1359",9406,6186,1,6186,6186,1383,21,44340,28422000,3000,560000,56,263570
"94",599,11783,3,11783,11783,2606,42,9840,3761100,4400,1050000,105,263675
"1972",11502,8540,5,8540,8540,1738,122,35760,16761600,6800,1490000,149,263824
"6713",34854,3292,3,3292,3292,631,21,14640,5831100,4800,1190000,119,263943
"4590",25020,11413,2,11413,11413,2494,71,3600,795600,3600,800000,80,264023
"1147",8311,6938,2,6938,6938,1599,43,71520,45871200,3000,560000,56,264079
"256",1878,11060,1,11060,11060,2655,42,3026520,4013760600,3400,700000,70,264149
"2033",11725,8340,4,8340,8340,1933,162,88080,47066400,10400,2690000,269,264418
"6425",33818,4349,3,4349,4349,857,43,8460,3596400,3000,560000,56,264474
"3958",21500,4582,3,4582,4582,898,81,2880,518400,7000,2260000,226,264700
"2057",11795,4090,2,4090,4090,806,81,3000,558900,3000,560000,56,264756
"2149",12162,3631,3,3631,3631,730,81,4980,1485000,3400,700000,70,264826
"8341",42753,6481,2,6481,6481,1434,52,6420,2006100,5400,1700000,170,264996
"4014",21681,2137,2,2137,2137,466,42,15360,6378300,3600,800000,80,265076
"4647",25506,11238,2,11238,11238,2460,31,13740,5148900,3000,560000,56,265132
"7026",36113,2086,6,2086,2086,422,81,3060,583200,3200,640000,64,265196
"6081",32800,5896,3,5896,5896,1215,42,4860,1231200,8400,3620000,362,265558
"359",2793,10359,1,10359,10359,2655,42,3026520,4013760600,5400,1700000,170,265728
"3519",19400,10513,2,10513,10513,2320,90,24540,13745700,3200,640000,64,265792
"957",7146,7800,2,7800,7800,1791,43,59460,34513200,3200,640000,64,265856
"7837",39959,11068,2,11068,11068,2445,43,31740,18117900,2800,490000,49,265905
"7917",40305,10703,5,10703,10703,2336,71,5640,1836000,6400,2520000,252,266157
"2026",11695,4091,3,4091,4091,806,81,3000,558900,3600,800000,80,266237
"2348",13355,2940,4,2940,2940,577,21,3420,703800,2800,490000,49,266286
"6071",32777,5957,4,5957,5957,1258,41,3600,801900,3200,640000,64,266350
"7104",36328,1829,1,1829,1829,2030,41,3179280,3713202000,6400,1850000,185,266535
"5301",28900,8327,1,8327,8327,2655,42,3026520,4013760600,7000,2500000,250,266785
"1490",10077,5736,2,5736,5736,1218,52,6420,1981800,3400,700000,70,266855
"5107",27993,8993,2,8993,8993,2091,90,11580,4916700,3400,720000,72,266927
"734",5829,8372,2,8372,8372,1940,82,3660,826200,3600,800000,80,267007
"5598",30592,7278,1,7278,7278,1657,43,26820,11159100,3200,630000,63,267070
"2437",13757,3017,4,3017,3017,558,42,2940,538200,13400,5060000,506,267576
"2529",14042,2545,2,2545,2545,538,81,3420,712800,3600,800000,80,267656
"6240",33183,5254,2,5254,5254,1062,81,2820,496800,3400,700000,70,267726
"2234",12666,7141,8,7141,7141,1408,85,16620,6150600,8600,2200000,220,267946
"6382",33646,4664,2,4664,4664,928,71,4860,1231200,4800,1190000,119,268065
"7008",36058,2175,1,2175,2175,2030,41,3179280,3713202000,3400,720000,72,268137
"2005",11633,12616,4,12616,12616,4948,125,6388260,7441045200,10400,2200000,220,268357
"3454",18951,20,2,20,20,7,21,9060,3580200,5400,1700000,170,268527
"6125",32902,5735,2,5735,5735,1199,81,17160,7540200,5000,1360000,136,268663
"7865",40088,10918,3,10918,10918,2397,90,2760,476100,3000,560000,56,268719
"6103",32858,5740,5,5740,5740,1157,41,3000,558900,5000,1360000,136,268855
"7205",36763,1374,2,1374,1374,315,41,29160,21270600,8400,3690000,369,269224
"4457",24101,11947,3,11947,11947,2617,90,16380,6714900,5000,1260000,126,269350
"7521",38099,171,2,171,171,83,81,53880,32798700,3200,640000,64,269414
"7464",37791,279,2,279,279,54,42,3420,712800,3400,700000,70,269484
"4961",26995,9573,3,9573,9573,2183,43,3420,703800,3600,800000,80,269564
"7065",36225,2099,2,2099,2099,411,81,10380,4554000,6400,1750000,175,269739
"1122",8210,14181,9,14181,14181,3126,180,6000,1117800,6400,1280000,128,269867
"333",2519,10458,2,10458,10458,2302,43,3060,583200,3200,630000,63,269930
"8568",43673,2380,2,2380,2380,502,43,11580,4473900,4800,1190000,119,270049
"668",5401,27177,4,27177,27177,7429,174,6055860,8028018000,10800,2310000,231,270280
"25",158,24215,3,24215,24215,5355,164,1864740,30251730600,6000,1120000,112,270392
"6574",34260,3800,1,3800,3800,2030,41,3179280,3713202000,3400,700000,70,270462
"1971",11497,4234,2,4234,4234,960,81,58260,32968800,4000,1000000,100,270562
"3149",17302,1812,3,1812,1812,2207,122,3184500,3714660000,16800,5810000,581,271143
"8059",41139,9162,2,9162,9162,2108,82,5220,1539000,3800,900000,90,271233
"5581",30496,7433,3,7433,7433,1626,82,3240,648000,6400,1750000,175,271408
"7178",36674,1345,9,1345,1345,248,41,3360,683100,2800,490000,49,271457
"6679",34698,7688,3,7688,7688,2906,83,3209400,3729807000,6600,1340000,134,271591
"4279",22951,10091,1,10091,10091,2655,42,3026520,4013760600,16200,8510000,851,272442
"6690",34735,3427,3,3427,3427,678,81,3840,918000,3400,720000,72,272514
"1416",9782,6144,2,6144,6144,1334,43,24360,8737200,2800,490000,49,272563
"8696",44369,4037,5,4037,4037,854,132,18120,6956100,6800,1490000,149,272712
"5379",29271,7942,2,7942,7942,1822,71,8640,3150900,3800,900000,90,272802
"128",845,11631,3,11631,11631,2562,90,3600,801900,3800,900000,90,272892
"5647",30884,7191,3,7191,7191,1579,42,5460,1744200,3000,560000,56,272948
"985",7341,7448,1,7448,7448,1682,82,47760,28814400,2800,490000,49,272997
"5098",27956,9072,4,9072,9072,2092,82,5340,1663200,10200,3530000,353,273350
"2039",11745,4147,2,4147,4147,888,43,29700,14641200,5000,1360000,136,273486
"1636",10427,5347,1,5347,5347,1352,42,459060,495769500,8600,2700000,270,273756
"1735",10682,5026,1,5026,5026,2030,41,3179280,3713202000,2800,490000,49,273805
"871",6601,7976,5,7976,7976,1812,21,3360,683100,4800,1190000,119,273924
"907",6795,7780,3,7780,7780,1756,90,3480,734400,3000,560000,56,273980
"2695",14666,2108,2,2108,2108,461,42,3240,648000,4400,1050000,105,274085
"1257",8863,6656,2,6656,6656,1452,42,3540,772200,3600,800000,80,274165
"6247",33202,5235,2,5235,5235,1183,41,20400,7442100,4000,1000000,100,274265
"1239",8798,6897,2,6897,6897,1528,81,2820,496800,2800,490000,49,274314
"6716",34864,6705,3,6705,6705,2657,62,3184080,3714381900,8800,2330000,233,274547
"8700",44380,5271,6,5271,5271,1099,174,24180,7917300,10600,2340000,234,274781
"8083",41297,9029,1,9029,9029,2655,42,3026520,4013760600,3200,640000,64,274845
"5201",28376,8582,2,8582,8582,2017,21,6360,1836900,3600,800000,80,274925
"5973",32440,6134,3,6134,6134,1310,42,2820,496800,2800,490000,49,274974
"1118",8193,7245,5,7245,7245,1589,43,8400,2710800,3200,630000,63,275037
"6595",34328,3814,1,3814,3814,2030,41,3179280,3713202000,2800,490000,49,275086
"1653",10483,5397,5,5397,5397,1090,81,3000,558900,3800,900000,90,275176
"2537",14067,2465,1,2465,2465,2030,41,3179280,3713202000,2800,490000,49,275225
"1867",11139,4632,3,4632,4632,918,41,14640,6777900,5400,1700000,170,275395
"5350",29110,16387,5,16387,16387,3789,86,63300,39995100,9800,3450000,345,275740
"3548",19536,10384,1,10384,10384,2320,90,24540,13745700,3600,800000,80,275820
"117",751,23375,2,23375,23375,5310,84,6053040,8027521200,7000,1560000,156,275976
"4252",22852,10208,1,10208,10208,2655,42,3026520,4013760600,3200,630000,63,276039
"5862",31904,6657,3,6657,6657,1409,42,3060,583200,6400,1750000,175,276214
"3029",16687,1078,2,1078,1078,194,81,40620,21190500,2800,490000,49,276263
"2753",14867,4072,4,4072,4072,840,162,5760,1036800,11800,3420000,342,276605
"6128",32909,5560,2,5560,5560,1132,81,13620,7028100,3000,560000,56,276661
"672",5439,8957,1,8957,8957,2655,42,3026520,4013760600,3800,900000,90,276751
"1957",11445,4331,2,4331,4331,960,81,58260,32968800,3200,630000,63,276814
"1069",8035,7189,5,7189,7189,1578,42,3600,810000,3200,640000,64,276878
"581",4704,18856,3,18856,18856,4793,63,3029940,4014464400,10000,2760000,276,277154
"8286",42453,6866,3,6866,6866,1494,21,4860,1231200,3600,800000,80,277234
"5021",27316,9575,5,9575,9575,2133,43,18240,8108100,8400,2990000,299,277533
"3119",17169,882,1,882,882,492,81,116280,73296000,6800,2400000,240,277773
"3247",17733,480,2,480,480,138,81,24780,12276900,3200,640000,64,277837
"6146",32949,5640,3,5640,5640,1152,81,4620,1215000,3600,800000,80,277917
"2483",13887,5543,2,5543,5543,4060,82,6358560,7426404000,7200,1600000,160,278077
"3395",18540,346,4,346,346,166,162,107760,65597400,6000,1120000,112,278189
"4991",27121,9495,3,9495,9495,2145,42,3000,558900,6600,2000000,200,278389
"2466",13838,2909,6,2909,2909,543,41,2820,496800,11400,4190000,419,278808
"3136",17250,779,5,779,779,137,43,2940,538200,3000,560000,56,278864
"4004",21643,2614,1,2614,2614,1352,42,459060,495769500,4000,1000000,100,278964
"819",6233,8157,2,8157,8157,1895,43,4380,1035000,4000,1000000,100,279064
"7945",40461,21270,11,21270,21270,4657,85,6480,1287000,13200,4040000,404,279468
"2707",14743,4079,6,4079,4079,876,162,79920,56189700,6400,1260000,126,279594
"2036",11732,4140,3,4140,4140,820,41,3240,656100,6800,2250000,225,279819
"6915",35717,2446,1,2446,2446,2030,41,3179280,3713202000,5400,1700000,170,279989
"5061",27603,18716,4,18716,18716,4258,164,8160,2080800,8400,2060000,206,280195
"5299",28890,8235,6,8235,8235,1870,43,3360,683100,2800,490000,49,280244
"1943",11392,4453,4,4453,4453,891,21,7800,2543400,6400,1990000,199,280443
"7951",40507,10398,3,10398,10398,2295,71,2760,476100,3000,560000,56,280499
"7263",36936,3064,10,3064,3064,522,204,16800,5342400,10600,2300000,230,280729
